avgBuildLatency,timeFlag,ageAtCD,totalBuilds,nIssuesOfDockerfile,nLinesOfDockerfile,totalCommits,workflow,baseImage
3.9833,4,8.0164,0,3.5714,37.2857,197,Travis,ubuntu
3.9833,11,7.8564,0,1.5833,6.6667,164,Circle,jetty
3.9833,20,3.4829,0,3.5,44,222,Circle,base-jdk
3.9833375,3,63.9709,0,3,5,84,Travis,nginx
3.98448276,8,923.619,0,2,17,1350,Travis,alpine-oraclejdk8
3.98830484,13,550.778,0,0,10,936,Circle,node
3.99061268,14,433.042,0,4.2,10.4,823,Travis,golang
3.99721667,0,0.0019,0,4,8.8,15,Circle,java
4,7,7.9905,0,3,18.6,244,Circle,basebottle
4,8,98.0739,0,4,17.6667,55,Circle,node
4,15,0.0059,196,1.3333,4,5,Docker,alpine
4.002915,6,0.0086,0,11.25,19.25,852,Circle,docker-perl-app-base
4.00606364,17,717.775,0,0,9.25,2145,Circle,node
4.00753077,0,8.1562,0,0,7.0909,616,Circle,node
4.007996,9,0.0086,0,11,19,852,Circle,docker-perl-app-base
4.008325,7,955.066,0,2,7,609,Circle,node
4.0145129,4,0.0086,0,11.25,19.25,852,Circle,docker-perl-app-base
4.01667143,20,550.778,0,0,10,936,Circle,node
4.0167,2,1575.08,0,0,14,988,Circle,python
4.0167,16,644.631,0,0,11,253,Circle,node
4.01927696,0,23.0597,0,4.129,7.8387,4106,Circle,alpine
4.01928539,10,224.738,0,2,7,2974,Circle,golang
4.02222,0,0.1307,0,1.25,6.75,34,Circle,result-processing
4.02223333,2,0.1731,0,1,26,95,Circle,debian
4.02412105,18,0.0086,0,11,19,852,Circle,docker-perl-app-base
4.02915,23,0.0058,133,4,7,2,Docker,ubuntu
4.03046563,12,0.0086,0,11,19,852,Circle,docker-perl-app-base
4.0333,10,25.0027,0,1.5,8.5,81,Circle,nodejs
4.0333,12,0.1232,0,3,5.5,194,Circle,nginx
4.0381,0,0.0287,88,1.7647,15,19,Docker,nodejs
4.03886667,1,0.0278,0,5,15,20,Travis,python
4.03886667,20,110.1,0,0,6,1273,Circle,alpine-build
4.04075556,9,0.0386,69,1,9.5,34,Docker,baseimage
4.04168333,2,0.0039,35,1,35,16,Docker,alpine
4.04666,1,37.9017,0,1,8,82,Circle,nodejs
4.04762143,13,717.775,0,0,9.25,2145,Circle,node
4.0482717,6,224.738,0,2,7,2974,Circle,golang
4.04888,0,4.0829,0,4,11.6,80,Circle,ubuntu
4.05,0,0.0358,210,1,8,2,Docker,cflinuxfs2
4.05,13,7.8564,0,1.5833,6.6667,164,Circle,jetty
4.05,15,0.002,189,2,5.1667,8,Docker,mesos-dns
4.05,24,0.0058,133,4,7,2,Docker,ubuntu
4.05001111,16,717.775,0,0,9.25,2145,Circle,node
4.05237143,17,0.0855,173,1,21,48,Docker,alpine-glibc
4.055,1,146.595,0,6,13,273,Travis,websphere-liberty
4.05556667,2,0.0131,207,1,15,39,Docker,openjdk
4.058325,15,923.619,0,2,17,1350,Travis,alpine-oraclejdk8
4.05896923,12,717.775,0,0,9.25,2145,Circle,node
4.06332,3,430.951,0,1,4.6667,203,Circle,scratch
4.06665,9,7.8564,0,1.5833,6.6667,164,Circle,jetty
4.06667143,0,183.34,0,4.2,18.6667,846,Travis,node
4.0667,8,209.99,42,1,12,39,Docker,alpine
4.068002,6,923.619,0,2,17,1350,Travis,alpine-oraclejdk8
4.070825,12,0.0386,69,1,10,34,Docker,baseimage
4.07280526,17,433.042,0,4.2,10.4,823,Travis,golang
4.07664,10,644.631,0,0,11,253,Circle,node
4.0833,2,0.0006,14,3,6.6667,17,Docker,ruby
4.08333333,15,139.006,0,9.4286,46.6429,174,Travis,ubuntu
4.08335,7,262.027,0,0,6.6,819,Travis,java
4.08808571,0,0.0477,13,2,14,15,Docker,golang
4.097225,0,0.7614,0,0,4.8333,43,Circle,java
4.1,2,621.278,0,0,7,462,Travis,java
4.1,6,2.882,61,11,33,12,Docker,alpn-consul
4.1,7,2.882,61,11,33,12,Docker,alpn-consul
4.1,7,122.77,0,0,7,99,Circle,node
4.10251,1,0.0055,93,4,8,14,Docker,fast-data-dev
4.10276667,0,955.066,0,2,7,609,Circle,node
4.104165,0,20.3874,0,2,7,31,Circle,java
4.10416912,6,0.0064,643,3,10,5,Docker,java
4.10556667,7,8.0457,0,1.5,7.5,128,Travis,node
4.1083,11,65.8406,15,0,2,34,Docker,node
4.10835,0,642.134,0,0.5,6.5,239,Circle,java
4.10998,1,183.34,0,2,14,846,Travis,node
4.11113333,19,0.0617,213,1,8,3,Docker,cflinuxfs2
4.1116,3,217.199,0,3,19,400,Travis,websphere-liberty
4.11818182,1,23.1293,0,0.8,3.2,157,Circle,java
4.12307692,0,0.0305,18,6,8,18,Docker,node
4.12334,2,218.159,0,2,18,211,Travis,haproxy
4.12447021,9,769.683,0,7.25,31.25,443,Travis,base
4.12666,0,61.5269,16,5,24,7,Docker,alpine-base
4.12962222,10,139.006,0,10,48.3333,174,Travis,ubuntu
4.1333,2,0.0324,0,1,7,70,Travis,node
4.1333,2,656.702,0,1,4,802,Travis,java
4.1333,6,0.0025,79,4,30,11,Docker,debian
4.1333,10,7.8564,0,1.5833,6.6667,164,Circle,jetty
4.13697813,4,0.1057,152,2,7,22,Docker,mesos
4.13710755,0,111.732,0,1,4.7778,69,Travis,scratch
4.14287143,2,642.134,0,0.25,5,239,Circle,java
4.14427031,3,224.738,0,1.5,6,2974,Circle,golang
4.14848727,8,0.7265,575,1,17.3333,8,Docker,java
4.14861667,3,17.0443,0,9,14.6667,70,Circle,ubuntu
4.14893226,2,0.0086,0,11.25,19.25,852,Circle,docker-perl-app-base
4.15,1,1.5897,0,7,22,69,Circle,node
4.15,13,37.9017,0,0,7,82,Circle,nodejs
4.15304392,4,721.256,0,1,32,4412,Circle,base
4.15790385,0,9.9813,0,2.4762,4.4286,147,Travis,node
4.15938125,15,535.883,0,2.2,2.8,534,Circle,cymetric-deps
4.1625,11,5.0292,79,3,11,42,Docker,centos
4.1646,0,1.2384,29,1,9.5,15,Docker,java
4.1667,14,0.1232,0,3,6,194,Circle,nginx
4.16834,1,708.75,0,2,12,99,Travis,alpine
4.16902857,3,1575.08,0,0,14,988,Circle,python
4.16912295,6,0.1622,804,4,3,3,Docker,nodejs-bower-grunt
4.17210612,10,923.619,0,2,17,1350,Travis,alpine-oraclejdk8
4.17223333,1,458.166,0,2.875,5.875,1837,Circle,meteor-base
4.17273455,13,433.042,0,5,10,823,Travis,golang
4.17273636,8,955.066,0,2,7,609,Circle,node
4.175,3,62.9529,0,3,17,166,Circle,python
4.175,18,0.0386,69,1,10,34,Docker,baseimage
4.18182273,1,841.838,0,2,7,436,Circle,node
4.1833,9,29.0707,0,0,3,112,Circle,jetty
4.1833,13,0.1232,0,3,5.5,194,Circle,nginx
4.18335,0,253.975,0,0,7,108,Circle,java
4.18335,3,20.849,32,2,6.5,42,Docker,trusty
4.18940909,3,0.0358,210,1,8,2,Docker,cflinuxfs2
4.19061875,5,7.9905,0,3,18.6,244,Circle,basebottle
4.19165,1,0.0057,0,3,16,41,Circle,debian
4.19334,2,128.551,0,3,6.25,218,Travis,oracle-jdk
4.19446667,8,170.079,0,5,6,240,Travis,node
4.19721667,4,0.0358,210,1,8,2,Docker,cflinuxfs2
4.19911071,0,187.126,0,2.125,6.875,601,Circle,python
4.20003333,29,938.294,224,3.6667,18.2222,340,Docker,base
4.20104375,8,12.8416,0,2.6667,28,442,Circle,alpine
4.202075,0,22.912,22,2.0769,10.0769,30,Docker,python
4.20556667,20,644.631,0,0,11,253,Circle,node
4.20747959,11,182.067,0,0,12,893,Circle,node
4.2083,5,0.0026,21,0,8,18,Docker,alpine
4.21363636,0,0.3536,0,7,19.3333,32,Travis,ruby
4.21417471,4,923.619,0,2,17,1350,Travis,alpine-oraclejdk8
4.21665,5,0.1731,0,1,26,95,Circle,debian
4.21665,13,0.0014,17,3,11,24,Docker,alpine
4.21924615,0,267.745,0,3,20,181,Circle,core-box
4.2222,17,4.5204,0,1,24,118,Circle,alpine-node
4.22260714,9,644.631,0,0,11,253,Circle,node
4.22361667,2,900.704,0,0.2381,14.8095,1848,Circle,php
4.22422727,3,0.0617,213,1,8,3,Docker,cflinuxfs2
4.22666,2,708.75,0,2,12,99,Travis,alpine
4.22872759,10,0.0086,0,11,19,852,Circle,docker-perl-app-base
4.23165,0,1312.99,0,22.5926,33.0741,51,Travis,ubuntu
4.2333,2,37.9017,0,1,8,82,Circle,nodejs
4.23334,14,0.0617,213,1,8,3,Docker,cflinuxfs2
4.23356081,5,224.738,0,2,7,2974,Circle,golang
4.24166897,14,717.775,0,0,9.25,2145,Circle,node
4.24443333,3,0.0758,25,5,13,5,Docker,ubuntu-debootstrap
4.24443333,11,8.0457,0,1.5,7.5,128,Travis,node
4.2446375,5,923.619,0,2,17,1350,Travis,alpine-oraclejdk8
4.245332,6,1609.01,0,11.3333,29.6667,164,Travis,debian
4.24556,0,1.266,0,1,42.5909,25,Circle,ubuntu-debootstrap
4.247336,13,92.7464,0,1,12.2857,924,Travis,fpm-nginx
4.24762857,6,7.8564,0,1.5833,6.6667,164,Circle,jetty
4.24996667,17,0.0036,103,2,17,105,Docker,alpine
4.25000204,1,656.702,0,1,4,802,Travis,java
4.25001429,0,0.1314,20,2.875,11,18,Docker,jnlp-slave
4.25666571,6,187.126,0,2.125,6.875,601,Circle,python
4.2583,4,0.0356,16,1,10,8,Docker,alpine
4.25833125,1,0.037,41,3.7143,17.2857,37,Docker,java
4.25833333,4,0.0617,213,1,8,3,Docker,cflinuxfs2
4.25834167,15,433.042,0,4.2,10.4,823,Travis,golang
4.2611,0,0.0026,123,4,11,2,Docker,debian
4.26308571,0,17.7201,0,1,13,116,Circle,node
4.26665,2,2.9346,27,5,17,3,Docker,ubuntu
4.26665,4,1575.08,0,0,14,988,Circle,python
4.26666333,3,0.139,0,2.4615,11.0769,14,Travis,alpine
4.266675,0,98.1166,0,8.6,12,267,Circle,ruby
4.27031719,3,0.0086,0,11.25,19.25,852,Circle,docker-perl-app-base
4.27332,11,7.7354,0,1,54,48,Travis,alpine
4.27334,14,0.0058,133,4,7,2,Docker,ubuntu
4.275,3,0.0017,60,5,39,32,Docker,ubuntu
4.27857,16,550.778,0,0,10,936,Circle,node
4.27915,6,0.0855,173,1,19.5,48,Docker,alpine-glibc
4.2833,10,0.02,28,1,20.6667,22,Docker,java
4.2833,27,0.0097,48,1,3,54,Docker,cedarish
4.2889,1,755.805,0,0,12.3333,185,Circle,python
4.29141616,1,786.55,0,11.1667,22.3333,2304,Travis,php
4.29667,3,226.178,0,6,19.6,342,Travis,websphere-liberty
4.3,6,0,0,2,21.6667,923,Circle,ruby
4.3,9,19.886,29,4.5,29.5,44,Docker,ubuntu-16-nginx-php-phpmyadmin
4.30278095,16,0.0086,0,11,19,852,Circle,docker-perl-app-base
4.30520625,2,755.805,0,0,12.3333,185,Circle,python
4.30553333,8,0.0017,60,5,41,32,Docker,ubuntu
4.3083,0,670.858,0,5.2,27.9,710,Circle,baseimage
4.308325,4,7.9905,0,3,8,244,Circle,basebottle
4.315,6,29.0707,0,0,3,112,Circle,jetty
4.3167,6,0.1705,24,3,22.5,16,Docker,alpine
4.3167,9,0.02,28,1,20.6667,22,Docker,java
4.31905714,16,433.042,0,4.2,10.4,823,Travis,golang
4.32050385,0,0.0019,31,10.7143,14.7143,34,Docker,ubuntu
4.325,1,4.5204,0,1.5556,10.3333,118,Circle,alpine-node
4.325,20,0.0059,196,1.3333,4,5,Docker,alpine
4.32651364,0,0.1731,0,1,25.75,95,Circle,debian
4.32745,5,187.126,0,2.125,6.875,601,Circle,python
4.33095714,7,0.1637,12,3.6667,11.6667,13,Docker,jenkins
4.33117412,4,224.738,0,2,7,2974,Circle,golang
4.3333,1,131.033,0,1,6.5,47,Travis,node
4.33637273,11,16.2142,347,4.5556,5.1111,32,Docker,nginx
4.34334,9,262.027,0,0,7,819,Travis,java
4.34445,0,50.2294,0,0,3,86,Travis,python
4.34584167,0,0.1751,330,9.5,11.5,4,Docker,nginx
4.34860417,4,0.0045,418,3,9,5,Docker,golang
4.35,3,0.4973,0,0,8.3333,43,Travis,centos
4.35,4,0.0031,94,2,7,1,Docker,alpine
4.35476571,14,923.619,0,2,17,1350,Travis,alpine-oraclejdk8
4.3636641,0,0.0139,0,1,21,6,Travis,python
4.36410769,0,7.6219,0,24.2857,49.8571,174,Circle,ubuntu
4.36665,13,644.631,0,0,11,253,Circle,node
4.3667,9,54.1992,0,0.8571,6.7143,272,Circle,parkmap
4.3667,14,0.0037,48,1,13.6,13,Docker,alpine
4.3667,18,0.0044,197,6,39,9,Docker,centos
4.36731026,23,120.021,0,2,8.3333,1847,Circle,ruby
4.38030909,4,841.838,0,2,7,436,Circle,node
4.3833,22,5.0292,79,2,8.5,42,Docker,centos
4.395825,18,0.0058,133,4,7,2,Docker,ubuntu
4.39615385,3,821.945,0,2.6923,7.4615,262,Travis,java
4.4,4,0.0076,22,3,11,14,Docker,arch-base
4.4,12,3.3336,0,3,11.6667,103,Circle,maven
4.40002,14,2.9346,27,5,17,3,Docker,ubuntu
4.40371111,0,3.106,18,5.6833,77.6667,256,Docker,ubuntu
4.40952857,0,3.3336,0,2.6667,10.3333,103,Circle,maven
4.41282308,1,1.6989,0,12.8571,50.2857,83,Circle,restweb
4.41547143,0,0.2242,16,0,2,17,Docker,node
4.41665,21,5.0292,79,2,8.5,42,Docker,centos
4.4167,16,19.9171,0,6,8,919,Travis,ubuntu
4.41908958,0,642.966,0,3.7692,9.2308,387,Travis,jdkydl
4.42048,2,62.9529,0,3,17,166,Circle,python
4.42246522,14,756.17,0,1,12,1022,Circle,javajsbase
4.425,0,10.8772,0,0.4,4.8,62,Circle,java
4.42915,7,8.4219,129,3,37,41,Docker,alpine-glibc
4.43056667,1,0.0059,0,1,9,24,Circle,golang
4.4333,1,491.425,0,0,10,164,Circle,node
4.4333,2,0.0043,22,4.8889,15.5556,22,Docker,nginx-php-fpm
4.4333,11,0.0007,26,8,19,32,Docker,ubuntu
4.43536585,1,62.9529,0,1.625,10.0625,166,Circle,python
4.4357,0,0.9334,23,0,9,23,Docker,elasticsearch
4.440275,2,149.07,0,6,11,54,Circle,ubuntu
4.44761429,3,301.267,0,1,3,174,Circle,nginx
4.45,18,0.4248,36,1,44,19,Docker,archlinux-small
4.45072609,19,550.778,0,0,10,936,Circle,node
4.45246667,9,12.8416,0,3,31.8,442,Circle,alpine
4.45555,16,535.883,0,2.2,2.8,534,Circle,cymetric-deps
4.46526667,2,0.0017,60,5,38,32,Docker,ubuntu
4.46666667,9,7.7354,0,1,42.25,48,Travis,alpine
4.47305667,2,8.0457,0,1.5,7.5,128,Travis,node
4.473992,0,27.9552,0,1,7,111,Travis,python
4.4771125,2,146.595,0,6,14.8,273,Travis,websphere-liberty
4.47776667,9,955.066,0,2,7,609,Circle,node
4.48194167,8,7.8564,0,1.5833,6.6667,164,Circle,jetty
4.4833,3,0.0026,21,0,8.75,18,Docker,alpine
4.483325,15,7.8564,0,1.5833,6.6667,164,Circle,jetty
4.48571429,1,7.6219,0,24.8,54.6,174,Circle,ubuntu
4.487525,23,0.0085,160,3,36,15,Docker,alpine
4.4894,0,0.0145,15,2.6667,8.6667,16,Docker,jenkins-docker
4.49,0,708.75,0,4.25,20.375,99,Travis,alpine
4.49117059,0,0.0855,173,1,15.1875,48,Docker,alpine-glibc
4.4917,16,5.0292,79,2,8.5,42,Docker,centos
4.49351111,1,0.1731,0,1,26,95,Circle,debian
4.49443333,2,0.0019,30,2,6,73,Docker,arch-mini
4.5052125,0,25.0027,0,0.8889,8.1111,81,Circle,nodejs
4.50607273,0,0.0113,0,1,9,39,Circle,golang
4.50835,10,0.0386,69,1,9.5,34,Docker,baseimage
4.51236559,1,8.0457,0,1.5,7.5,128,Travis,node
4.5139,5,72.5254,0,1.5,7,55,Circle,erlang18
4.51665,5,644.631,0,0,9,253,Circle,node
4.51665,7,187.126,0,2.125,6.875,601,Circle,python
4.5167,1,0.0076,22,3,11,14,Docker,arch-base
4.5167,25,0.0106,542,6,10,3,Docker,ubuntu
4.52422727,12,705.232,0,1,21,625,Travis,alpine-java
4.52639048,11,224.738,0,2,7,2974,Circle,golang
4.52834,3,29.0707,0,0,3,112,Circle,jetty
4.52964444,2,23.1293,0,0.8,3.2,157,Circle,java
4.5333,17,5.0292,79,2,8.5,42,Docker,centos
4.53333636,0,5.1043,12,3.9333,18.0667,43,Docker,debian
4.53335,3,0.1559,0,2,4,55,Circle,alpine
4.53473333,16,0.0011,297,5,17,8,Docker,ubuntu
4.5361,4,17.0443,0,9,14.6667,70,Circle,ubuntu
4.53627059,0,901.904,0,2,7,372,Circle,node
4.54446667,7,62.9529,0,3,17,166,Circle,python
4.545825,0,1.0262,14,2.625,12.625,9,Docker,java-centos
4.54827586,17,0.0086,0,11,19,852,Circle,docker-perl-app-base
4.55,0,536.937,0,6.6667,26.6667,489,Circle,python
4.55,6,301.267,0,1,3,174,Circle,nginx
4.55,12,0.003,14,1,7,13,Docker,alpine
4.55,13,0.0036,103,2,17,105,Docker,alpine
4.55151136,16,120.021,0,2,8.3333,1847,Circle,ruby
4.55555333,2,141.097,262,8,10,515,Docker,python
4.5611,0,756.17,0,1.2222,14.5556,1022,Circle,javajsbase
4.56198438,0,0.0024,986,1,4,10,Docker,opensuse
4.56529108,14,550.778,0,0,10,936,Circle,node
4.5667,2,0.0112,16,3.6667,9,18,Docker,jenkins
4.5667,6,0.1559,0,2,4,55,Circle,alpine
4.5722,2,110.195,0,0.75,38.75,386,Circle,python
4.57463043,8,535.883,0,9,8,534,Circle,cymetric-deps
4.57776667,3,841.838,0,2,7,436,Circle,node
4.58132424,18,433.042,0,3,50,823,Travis,golang
4.58334,15,0.0036,103,2,17,105,Docker,alpine
4.5917,1,0.0036,14,6,11,4,Docker,spidervnc-base
4.6,2,0.0477,13,2,14,15,Docker,golang
4.6,12,0.0356,16,1,10,8,Docker,alpine
4.60370889,14,0.0106,542,6,10,3,Docker,ubuntu
4.60556667,0,0.0129,804,1,6,3,Docker,aspnet
4.60604545,3,0.4417,0,1,5,57,Travis,java
4.6167,0,63.9709,0,3,5,84,Travis,nginx
4.6167,1,0.0455,11,1,6,4,Docker,alpine
4.6167,21,0.0018,162,3,5,9,Docker,systemd
4.62223333,8,29.0707,0,0,3,112,Circle,jetty
4.62869444,0,0.0439,27,1,7.4444,20,Docker,alpine
4.629175,0,0.0098,176,6,4,4,Docker,jenkins
4.63288162,1,27.9552,0,1,7,111,Travis,python
4.6333,5,0.1232,0,3,5,194,Circle,nginx
4.6333,8,37.9017,0,0,7,82,Circle,nodejs
4.64446667,3,0.0022,13,1,8,17,Docker,node
4.64905143,10,64.2844,0,2,10,164,Travis,alpine-node
4.6611,8,262.027,0,0,7,819,Travis,java
4.6667,1,29.0707,0,0,3,112,Circle,jetty
4.66851111,0,72.5254,0,1.5,7,55,Circle,erlang18
4.675,11,0.0036,79,17.5,47.5,60,Docker,debian
4.6833,10,37.9017,0,0,7,82,Circle,nodejs
4.69381613,9,786.55,0,6,21,2304,Travis,php
4.69404286,3,0.0113,0,1,9,39,Circle,golang
4.7,1,226.178,0,6,15,342,Travis,websphere-liberty
4.7,7,19.886,29,4,30.5,44,Docker,ubuntu-16-nginx-php-phpmyadmin
4.70001667,1,342.655,0,3,7,275,Circle,meteor-base
4.70393818,1,433.042,0,6.5,14,823,Travis,golang
4.705,2,0.0004,137,3,3,1,Docker,prometheus
4.70703394,7,0.9345,0,2,20,1123,Circle,centos
4.708975,7,0.1622,804,4,3,3,Docker,nodejs-bower-grunt
4.71851111,0,39.9654,254,2,15.4,41,Docker,centos
4.71851852,10,786.55,0,6,21,2304,Travis,php
4.720825,18,5.0292,79,2,8.5,42,Docker,centos
4.72085,7,7.8564,0,1.5833,6.6667,164,Circle,jetty
4.725,19,3.3336,0,3,11.6667,103,Circle,maven
4.72593333,15,0.0036,79,16,47,60,Docker,debian
4.7333,9,122.77,0,0,5.5,99,Circle,node
4.73335,13,3.3336,0,3,11.6667,103,Circle,maven
4.73440968,11,0.0086,0,11,19,852,Circle,docker-perl-app-base
4.7417,25,0.0059,196,1.3333,4,5,Docker,alpine
4.74185682,0,0.0086,0,11.25,19.25,852,Circle,docker-perl-app-base
4.7421697,3,0.0031,705,7,15.25,4,Docker,php
4.74666667,11,70.3905,0,0,1,179,Travis,docker-rails
4.75,4,0.0057,0,2.3333,19.3333,41,Circle,debian
4.75,9,0.0032,24,6,16,21,Docker,centos
4.75,10,209.99,42,2,9,39,Docker,alpine
4.75283404,0,128.551,0,3,6.25,218,Travis,oracle-jdk
4.75332,4,23.1293,0,2,5,157,Circle,java
4.75715714,0,378.905,0,2.6667,16.6667,293,Travis,node-chrome
4.76110833,2,0.0036,280,1.25,13,5,Docker,java
4.76663333,8,0.1206,18,1,25,20,Docker,base-centos7
4.7667,6,3.4829,0,6,32.625,222,Circle,base-jdk
4.7667,9,0.0007,26,8,19,32,Docker,ubuntu
4.77381429,1,0.0104,133,4,7,3,Docker,ubuntu
4.77666,3,23.1293,0,0.8,3.2,157,Circle,java
4.77889333,1,0.0129,804,1,6,3,Docker,aspnet
4.78,3,30.266,111,2.4,4.4,174,Docker,base
4.7812375,24,0.0085,160,3,36,15,Docker,alpine
4.783325,2,0.0617,213,1,8,3,Docker,cflinuxfs2
4.78666,4,0.7883,20,6,24,10,Docker,debian
4.7875,4,0.0386,69,1,10,34,Docker,baseimage
4.78928929,0,62.9529,0,1.625,10.0625,166,Circle,python
4.79,0,4.1674,12,0.1111,1,23,Docker,kube-apiserver-amd64
4.79166667,10,1575.08,0,0,14,988,Circle,python
4.791675,12,0.0045,418,3,9,5,Docker,golang
4.791675,15,717.775,0,0,9.25,2145,Circle,node
4.8,1,2.4782,0,2,5.5,40,Circle,result-processing
4.80185926,1,0.0024,986,1,4,10,Docker,opensuse
4.80553333,7,0.1092,19,5,11,18,Docker,nginx
4.8070338,21,120.021,0,2,8.3333,1847,Circle,ruby
4.8083,1,0.0025,14,8,36,47,Docker,base-image
4.80835,12,0.002,189,2,5.1667,8,Docker,mesos-dns
4.8104125,19,433.042,0,6,14,823,Travis,golang
4.8119,2,217.199,0,3,13.8,400,Travis,websphere-liberty
4.81594783,8,120.021,0,2,8.3333,1847,Circle,ruby
4.8167,6,0.0558,18,3.5,5,10,Docker,taiga-back
4.8167,14,644.631,0,0,11,253,Circle,node
4.8167,23,0.0129,74,5,21,112,Docker,ubuntu
4.82000667,0,434.822,0,2,3,162,Circle,nginx
4.83166,2,3.3336,0,2.6667,10.3333,103,Circle,maven
4.83611667,0,0.001,12,12,38.2,12,Docker,debian
4.84165,11,0.0012,95,1.3333,9.3333,3,Docker,alpine
4.84585,4,110.195,0,0.75,38.75,386,Circle,python
4.85,3,39.9654,254,2,15.4,41,Docker,centos
4.85,4,149.07,0,6,11,54,Circle,ubuntu
4.85,6,705.232,0,1,19,625,Travis,alpine-java
4.85,7,0.0071,17,1,19,11,Docker,java
4.85742222,2,0.7054,299,1.8,7.2,22,Docker,wordpress
4.8583,10,0.002,189,2,5.1667,8,Docker,mesos-dns
4.86078627,15,550.778,0,0,10,936,Circle,node
4.86667143,3,122.77,0,0,7,99,Circle,node
4.8667,1,0.0071,17,1,20,11,Docker,java
4.8667,20,5.0292,79,2,8.5,42,Docker,centos
4.87002,7,0.7883,20,3.5,14.5,10,Docker,debian
4.87254706,12,19.9171,0,6,8,919,Travis,ubuntu
4.875,0,0.7945,11,13,28,13,Docker,alpine
4.87776667,10,182.067,0,0,11.1429,893,Circle,node
4.87778333,0,0.0056,22,3.25,11.625,29,Docker,zulu-openjdk
4.88,12,7.8564,0,1.5833,6.6667,164,Circle,jetty
4.8833,3,62.9792,0,2.1429,20.7143,51,Circle,base
4.8833,9,708.75,0,2,12,99,Travis,alpine
4.88571429,5,342.655,0,1,2,275,Circle,meteor-base
4.8861125,11,64.2844,0,2,10,164,Travis,alpine-node
4.89446667,2,0.7945,11,12,28,13,Docker,alpine
4.90556667,21,550.778,0,0,10,936,Circle,node
4.90666,2,0.1559,0,2,4,55,Circle,alpine
4.912475,2,301.267,0,1,3,174,Circle,nginx
4.91481481,5,182.067,0,0,8,893,Circle,node
4.915,2,0.0024,986,1,4,10,Docker,opensuse
4.92221667,1,378.905,0,2.6667,16.6667,293,Travis,node-chrome
4.92243077,7,110.1,0,1.25,14.75,1273,Circle,alpine-build
4.92778333,7,314.648,50,3,16,45,Docker,alpine
4.92842941,0,0.0233,118,5,6,21,Docker,debian
4.9291875,2,0.0098,176,6,4,4,Docker,jenkins
4.9333,12,73.0325,0,2,4.4,577,Travis,nginx
4.93333333,0,0.005,11,6,22,4,Docker,keycloak
4.93333333,1,0.0163,11,5,17,5,Docker,ubuntu
4.93333333,4,0.0878,59,3.5,10.5,12,Docker,mirakurun
4.93981111,11,139.006,0,8.8,51.2,174,Travis,ubuntu
4.94666,0,0.0171,12,2,19.4,9,Docker,alpine
4.95,10,0.0096,19,1,8,22,Docker,baseimage
4.95150909,9,204.008,0,8,17.3333,448,Travis,nginx
4.95281864,12,0.9345,0,2,20,1123,Circle,centos
4.95973333,1,1.1784,0,8.1818,24,110,Circle,ubuntu
4.96086087,0,0.0036,103,3.75,18,105,Docker,alpine
4.9625,5,705.232,0,1,19,625,Travis,alpine-java
4.96332,0,734.948,0,6,10,144,Circle,openjdk
4.967336,9,64.2844,0,2,10,164,Travis,alpine-node
4.97008156,12,23.8922,0,1,5,323,Travis,openjdk
4.97223333,3,656.702,0,1,4,802,Travis,java
4.97532222,4,656.702,0,1,4,802,Travis,java
4.97843529,7,0.0098,176,4.5,4,4,Docker,jenkins
4.98107273,0,380.846,0,1,9,118,Travis,java
4.9811,0,12.0513,0,2.7826,13.6618,63,Travis,php
4.9833,5,0.0558,18,3.5,5,10,Docker,taiga-back
4.9833,13,73.0325,0,2,4.4,577,Travis,nginx
4.98335,9,0.0004,137,3,3,1,Docker,prometheus
4.9868125,2,0.7568,0,1,8,134,Circle,debian
4.98888333,1,0.0035,12,1,5,1,Docker,node
4.9916625,9,1575.08,0,0,14,988,Circle,python
4.99242727,5,1575.08,0,0,14,988,Circle,python
4.99484545,2,0.9345,0,2,20.4286,1123,Circle,centos
5.00002857,2,0.0035,15,2.25,10,10,Docker,jnlp-slave
5.00714286,7,1575.08,0,0,14,988,Circle,python
5.00758182,3,64.2844,0,2,10,164,Travis,alpine-node
5.008335,3,903.901,0,0,10,3820,Circle,node
5.01666667,6,756.17,0,5,21,1022,Circle,javajsbase
5.0167,4,0.02,28,1,38,22,Docker,java
5.0167,4,71.8883,0,1,59,285,Circle,fedora
5.0167,8,0.028,48,2,4,65,Docker,mu-ruby-template
5.020825,6,64.2844,0,2,10,164,Travis,alpine-node
5.025,2,62.9792,0,2,19.6667,51,Circle,base
5.0262,7,705.232,0,1,20,625,Travis,alpine-java
5.02668,3,0.0129,74,6,20,112,Docker,ubuntu
5.02776667,4,780.828,0,4.125,17.375,360,Circle,ruby
5.0333,0,131.586,0,2,6.625,178,Circle,node
5.04090909,5,0.0026,167,2,5,2,Docker,nginx
5.04327742,0,224.738,0,2.0833,7,2974,Circle,golang
5.04443333,1,0.005,11,6,22,4,Docker,keycloak
5.05,3,314.648,50,3,17,45,Docker,alpine
5.053335,6,0.1731,0,1,27.4167,95,Circle,debian
5.05553333,15,0.0018,162,3,7,9,Docker,systemd
5.0562625,11,756.17,0,3.6667,18,1022,Circle,javajsbase
5.06663333,5,0.1092,19,5,11,18,Docker,nginx
5.06668,8,0.0034,39,2,30,30,Docker,alpine
5.0667,7,1116.14,0,1,4,1625,Circle,cyclus
5.07367895,0,0.0324,0,1,7,70,Travis,node
