avgBuildLatency,timeFlag,ageAtCD,totalBuilds,nIssuesOfDockerfile,nLinesOfDockerfile,totalCommits,workflow,baseImage
8.14403571,15,0.0058,356,2,15,31,Docker,debian
8.14585,3,0.0012,95,1.3333,9.3333,3,Docker,alpine
8.15,0,2.9346,27,5,17,3,Docker,ubuntu
8.15,8,0.0319,36,9,26,16,Docker,d-node
8.15834,0,34.8089,48,5,17.8,22,Docker,node
8.162475,5,863.18,0,26,68.9333,1278,Travis,base
8.16665,2,75.0452,0,1,10,302,Travis,java
8.17142857,14,0.0164,108,1,11,16,Docker,alpine
8.18332,12,0.0164,108,1,11,16,Docker,alpine
8.18611667,1,23.8519,0,3.0968,9.3871,190,Travis,alpine-node
8.18803333,10,0.0024,986,1,4,10,Docker,opensuse
8.18888889,20,0.0045,418,3,9,5,Docker,golang
8.191675,0,0.0022,26,7.64,7.44,27,Docker,ruby-firefox-xvfb
8.19443333,16,0.0051,52,2,16.3333,43,Docker,debian
8.19499,7,0.0172,30,2.2,64.8,19,Docker,docker-yafrabase
8.19523571,4,1274.53,0,7,20,1684,Travis,ubuntu
8.19721667,20,0.1751,330,10,11,4,Docker,nginx
8.20303636,1,110.1,0,4.2791,19.3721,1273,Circle,alpine-build
8.20554167,0,2.1284,0,2.2941,6.9412,49,Circle,ubuntu
8.208325,7,0.1751,330,9.5,11.5,4,Docker,nginx
8.21665,13,349.282,0,2,5,196,Travis,java
8.22857143,9,0,411,2,7,1,Docker,python
8.23270943,0,12.0208,0,0.6667,5.7778,114,Circle,tomcat
8.23299799,8,12.0208,0,0.6667,5.7778,114,Circle,tomcat
8.23335,23,0.0039,78,4,6,8,Docker,openjdk
8.23420877,2,23.0597,0,2,6.6667,4106,Circle,alpine
8.23668,7,6.9593,0,1,2,232,Circle,nginx
8.23808571,12,896.422,0,3,22,2981,Travis,base
8.23888889,0,1380.53,0,1,10,336,Circle,ruby
8.24487231,7,0.0045,418,3,9,5,Docker,golang
8.25,1,87.0817,0,1,7,51,Travis,rust
8.25035,2,502.981,0,4,15.3333,365,Travis,python
8.2625,24,0.0617,213,1,8,3,Docker,cflinuxfs2
8.26524043,9,12.0208,0,0.6667,5.7778,114,Circle,tomcat
8.2667,7,0.0093,15,9,21,11,Docker,jenkins
8.2667,15,0.0024,18,1,76,25,Docker,ubuntu
8.275,4,1380.53,0,1,10,336,Circle,ruby
8.27565385,0,2.8878,0,7,21,47,Travis,java
8.2854125,6,2.4295,65,9,16,55,Docker,baseimage
8.29074444,2,1.1459,0,4.3333,12,131,Travis,centos
8.29579664,12,12.0208,0,0.6667,5.7778,114,Circle,tomcat
8.29816667,13,0.0024,768,14,14,15,Docker,python
8.3111,29,7.6219,0,13,65.5,174,Circle,ubuntu
8.3125,2,458.166,0,1,2,1837,Circle,meteor-base
8.31666667,21,0.0617,213,1,8,3,Docker,cflinuxfs2
8.31905714,9,5.0292,79,4,13,42,Docker,centos
8.32454722,7,860.737,0,1,3,2140,Travis,buildstep
8.33031818,1,8.4219,129,1.8571,31.1429,41,Docker,alpine-glibc
8.33095714,0,5.0218,25,6.5,21.2143,24,Docker,ubuntu
8.33182727,2,0.185,0,5,9.25,93,Circle,racket
8.3409,0,0.0077,57,3.5,20.8,59,Docker,jenkernetes
8.34446667,14,0.0129,74,5,21,112,Docker,ubuntu
8.34721667,0,4.1009,0,2,5,43,Circle,node
8.3583,3,0.0077,57,7,27,59,Docker,jenkernetes
8.358325,1,342.094,26,9.9048,36.619,63,Docker,nginx
8.36060909,9,0.1751,330,9.5,11.5,4,Docker,nginx
8.3611,2,0.0045,11,8,51,11,Docker,php
8.36209167,13,12.0208,0,0.6667,5.7778,114,Circle,tomcat
8.3667,4,0.185,0,2.6667,7,93,Circle,racket
8.37776667,1,170.079,0,3.5714,5,240,Travis,node
8.3833,12,219.294,0,4,17.3333,162,Circle,core-box
8.38460769,11,0.1731,0,1,35,95,Circle,debian
8.38504103,9,0.1622,804,4,3,3,Docker,nodejs-bower-grunt
8.390664,2,0.1622,804,4,3,3,Docker,nodejs-bower-grunt
8.39777333,24,0.1751,330,10,11,4,Docker,nginx
8.4,5,2.1497,0,4,15,47,Circle,core-box
8.40237857,0,0.0537,141,2,9,29,Docker,oracle-jdk
8.40333333,0,0,411,2,7,1,Docker,python
8.40445603,10,12.0208,0,0.6667,5.7778,114,Circle,tomcat
8.40667,1,1274.53,0,7,20,1684,Travis,ubuntu
8.4167,11,0.003,179,1,20.6667,10,Docker,jenkins-slave
8.42363636,1,502.981,0,4,15.3333,365,Travis,python
8.4321596,11,0.1622,804,4,3,3,Docker,nodejs-bower-grunt
8.44443333,6,200.918,0,2,46,180,Circle,alpine
8.44860833,18,0.1751,330,10,11,4,Docker,nginx
8.46388333,0,0.0048,12,1,26,7,Docker,atlassian-base
8.46431795,9,0.0131,207,3,18.3333,39,Docker,openjdk
8.46904571,10,0.0024,768,14,14,15,Docker,python
8.475,9,535.883,0,9,8,534,Circle,cymetric-deps
8.48637273,6,0.0638,182,3,19,49,Docker,baseimage-oraclejdk
8.48703333,1,0.0024,768,18.3333,16.6667,15,Docker,python
8.5,7,0.0036,79,12,36,60,Docker,debian
8.50453636,0,0.004,11,11.7143,16.2857,11,Docker,ubuntu
8.513336,0,234.734,0,2.2,7.9,198,Circle,codius.org
8.5167,4,22.912,22,7,21,30,Docker,python
8.52716667,13,896.422,0,3,22,2981,Travis,base
8.5402,8,0.0537,141,2,10,29,Docker,oracle-jdk
8.54148511,1,896.422,0,3,22,2981,Travis,base
8.54867895,20,12.8416,0,2,40,442,Circle,alpine
8.54872308,0,0.0107,31,1,32.6667,31,Docker,debian
8.55,9,628.195,0,0.5,4,361,Travis,java
8.5537,0,2.1497,0,4.6667,14.3333,47,Circle,core-box
8.5547619,17,0.0106,542,6,10,3,Docker,ubuntu
8.555,2,0.2394,0,21,19.75,161,Circle,ubuntu-server
8.57381071,13,903.901,0,2,32.6667,3820,Circle,node
8.57604063,0,0.0237,0,0,1.5,229,Circle,meteord
8.5833,7,0.0012,13,2,10,1,Docker,archlinux
8.585425,3,1274.53,0,7,20,1684,Travis,ubuntu
8.58611667,0,0.709,0,0,8.8571,48,Circle,node
8.5875,1,0.8629,25,1,14,36,Docker,perl-golang
8.58953256,0,349.282,0,1.8214,5.3571,196,Travis,java
8.59445556,3,6.9593,0,1,2,232,Circle,nginx
8.6,2,0.0012,36,5.5,9.5,2,Docker,base-mate
8.6,16,0.0032,228,6,16,61,Docker,debian
8.6,16,245.74,0,0,4.5,321,Travis,scratch
8.60908182,5,896.422,0,3,22,2981,Travis,base
8.61332,5,780.828,0,4.125,17.375,360,Circle,ruby
8.61665,16,314.648,50,3,18,45,Docker,alpine
8.6167,1,208.122,0,5,16,99,Circle,core-box
8.6167,8,0.0012,13,2,10,1,Docker,archlinux
8.62423636,5,0.0058,19,10,27,18,Docker,ubuntu
8.62668,2,0.709,0,0,8.8571,48,Circle,node
8.63453571,0,3.7996,0,5.6364,10.2727,53,Circle,ruby
8.63780244,12,0.7375,394,14,37,11,Docker,ubuntu
8.63945,13,0.0024,986,1,4,10,Docker,opensuse
8.63978871,0,0.0055,93,4,8,14,Docker,fast-data-dev
8.64165,10,0.0342,65,2.6667,8,5,Docker,elk
8.64998571,6,670.858,0,4,28,710,Circle,baseimage
8.65,2,2.1497,0,4,15,47,Circle,core-box
8.65332,2,1274.53,0,7,20,1684,Travis,ubuntu
8.65835,0,51.7653,0,8.625,43.875,40,Circle,ubuntu
8.65835,11,0.0034,39,2,30,30,Docker,alpine
8.66924615,0,1711.77,24,5.8571,31.2857,135,Docker,python
8.67223333,2,0.0052,19,1,16,10,Docker,baseimage
8.67317969,1,0.0049,0,5,23,57,Travis,alpine
8.6833,11,0.0129,74,5,21,112,Docker,ubuntu
8.68335,10,29.172,11,2,10,12,Docker,claw-base
8.6889,19,0.0358,210,1,8,2,Docker,cflinuxfs2
8.68951111,0,23.8519,0,3.0968,9.3871,190,Travis,alpine-node
8.70278333,14,0.0045,418,3,9,5,Docker,golang
8.71167,3,0.0026,167,2,5,2,Docker,nginx
8.7167,4,433.042,0,6.5,14,823,Travis,golang
8.71998,8,0.0004,137,3,3,1,Docker,prometheus
8.7333,9,0.0012,13,2,10,1,Docker,archlinux
8.73471667,17,0.1751,330,10,11,4,Docker,nginx
8.73785208,2,0,0,2,21.6667,923,Circle,ruby
8.75,15,65.8492,44,2,2,27,Docker,alpine-golang-make-onbuild
8.76665,5,245.74,0,0,4.5,321,Travis,scratch
8.7667,4,0.0411,88,3,11,3,Docker,frankenlibc
8.7667,7,863.18,0,26,68.9333,1278,Travis,base
8.76905714,5,200.918,0,2,44,180,Circle,alpine
8.7708,0,2.4295,65,9,17,55,Docker,baseimage
8.77223333,7,208.122,0,4,17,99,Circle,core-box
8.7833,7,281.928,0,4,17,126,Circle,core-box
8.78332,1,863.18,0,26,68.9333,1278,Travis,base
8.78335,0,0.0024,768,7,9,15,Docker,python
8.7917,3,200.918,0,2,44,180,Circle,alpine
8.797925,1,0.0184,34,2.6667,9,3,Docker,jenkins
8.80372222,6,0.0049,0,0,26,57,Travis,alpine
8.805225,0,0.3458,41,4.25,7.5,19,Docker,spark-base
8.80551862,5,12.0208,0,0.6667,5.7778,114,Circle,tomcat
8.80835,9,281.928,0,4,17,126,Circle,core-box
8.81904286,12,0.0098,176,4.5,4,4,Docker,jenkins
8.825,12,19.886,29,4.5,29.5,44,Docker,ubuntu-16-nginx-php-phpmyadmin
8.83240556,2,0.0183,143,1,3,21,Docker,alpine
8.8361,4,0.0036,79,6,22,60,Docker,debian
8.83835714,2,0.7265,575,1,17.3333,8,Docker,java
8.83886667,11,14.1239,97,6,23,27,Docker,atlassian-docker
8.85234035,0,54.1992,0,0.8571,6.7143,272,Circle,parkmap
8.85835,15,296.855,0,15,86,141,Travis,baseimage
8.85952857,20,0.0036,79,25,54,60,Docker,debian
8.862668,4,0.0024,986,1,4,10,Docker,opensuse
8.87223333,8,281.928,0,4,17,126,Circle,core-box
8.89446667,1,0.7877,12,7,37.5,18,Docker,baseimage
8.90192692,17,0.7054,299,1.8,7.2,22,Docker,wordpress
8.91176275,1,6.0182,129,13,21.5,141,Docker,debian
8.9167,6,0.0212,77,4,15,3,Docker,alpine
8.9333,4,0.0052,19,1,16,10,Docker,baseimage
8.9333,7,0.0131,207,1,14,39,Docker,openjdk
8.9333,18,0.0011,297,5,17,8,Docker,ubuntu
8.9417,24,0.0051,52,2,16.3333,43,Docker,debian
8.95555556,1,200.918,0,6.08,28.82,180,Circle,alpine
8.95555833,8,64.2844,0,2,10,164,Travis,alpine-node
8.95970833,0,1.5431,0,1,8,38,Circle,ruby-base
8.963885,12,0.1622,804,4,3,3,Docker,nodejs-bower-grunt
8.96451613,0,242.423,0,4.0476,24.0952,581,Travis,alpine
8.96665,2,31.9798,36,4,33,42,Docker,centos
8.975,3,76.1552,0,6.1818,70,71,Circle,base
8.98094286,11,0.0342,65,2.6667,8,5,Docker,elk
8.98334286,11,0,411,2,7,1,Docker,python
8.991675,8,0.1731,0,1,35,95,Circle,debian
8.99554667,2,574.018,48,11.5,16.5,708,Docker,fedora
8.99920952,2,0.0029,754,4,8,6,Docker,gitlab-ce
9.00835,2,0.0129,74,7,21.5,112,Docker,ubuntu
9.01665,2,33.9518,0,2,5,98,Circle,node
9.0167,2,0.0022,27,11,19.5,27,Docker,golang
9.02776667,7,0.1731,0,1,35,95,Circle,debian
9.02778,1,769.683,0,8,34,443,Travis,base
9.03334,1,0.0023,21,1,6,8,Docker,node
9.035425,6,141.097,262,8.4444,10.6667,515,Docker,python
9.03571429,1,122.069,28,1,7.75,123,Docker,storyteller
9.03667,25,0.0617,213,1,8,3,Docker,cflinuxfs2
9.0417,7,76.1552,0,4.0625,62.0625,71,Circle,base
9.04443333,10,124.152,186,2.1579,26.8421,503,Docker,debian
9.04920714,5,0.0068,346,0,3,17,Docker,node
9.05,1,0.0223,59,1,8,5,Docker,catalog-docker-base
9.05555667,0,0,0,4.25,13.75,125,Circle,build
9.05835,13,0.0039,78,4,6,8,Docker,openjdk
9.05867067,0,3.8613,95,1,10.6667,346,Docker,debian
9.06002,0,0.0052,19,1,16,10,Docker,baseimage
9.06111667,0,0.2264,0,6.1875,37.5625,49,Travis,ubuntu
9.06665,12,0.0172,57,1,9,24,Docker,centos
9.07915,8,0.0026,167,2,5,2,Docker,nginx
9.09937037,3,0.1057,152,2,7,22,Docker,mesos
9.1,1,0.0249,64,1,7,13,Docker,catalog-docker-base
9.1,9,0.1092,19,5,11,18,Docker,nginx
9.1333,5,0.0212,77,4,15,3,Docker,alpine
9.1361,1,0.1549,21,1,56,9,Docker,xenial
9.13668,5,0.0058,133,4,7,2,Docker,ubuntu
9.1389,9,0.1731,0,1,35,95,Circle,debian
9.14165,7,534.806,0,7,18,140,Circle,ubuntu
9.141675,0,0.0041,13,1,3,2,Docker,golang
9.141675,25,5.0292,79,2,8.5,42,Docker,centos
9.1457383,7,0,411,2,7,1,Docker,python
9.15475714,9,0.0223,59,1,8,5,Docker,catalog-docker-base
9.158325,7,896.422,0,3,22,2981,Travis,base
9.1675,8,36.036,0,0,4,1208,Circle,alpine
9.17468889,2,110.1,0,1.25,14.75,1273,Circle,alpine-build
9.175,2,2.4809,14,0,3.6667,14,Docker,golang
9.17760938,5,0.0049,0,0,26,57,Travis,alpine
9.17901481,16,721.256,0,1,8,4412,Circle,base
9.18125,0,14.1239,97,6.4286,22.2857,27,Docker,atlassian-docker
9.18333529,1,536.937,0,6.6667,26.6667,489,Circle,python
9.18505776,4,12.0208,0,0.6667,5.7778,114,Circle,tomcat
9.18517778,0,1.4688,32,1.25,10.5,42,Docker,node
9.1869,1,0.0031,705,7,15.25,4,Docker,php
9.19375,5,0.0059,196,1.3333,4,5,Docker,alpine
9.19861667,26,0.1751,330,10,11,4,Docker,nginx
9.2,22,0.0574,39,1,21,9,Docker,ssh-hpn-x
9.20076852,1,36.036,0,0,4,1208,Circle,alpine
9.20605455,10,0.0358,210,1,8,2,Docker,cflinuxfs2
9.20833,3,7.6219,0,38,77,174,Circle,ubuntu
9.2125,8,0.0019,0,4,10,15,Circle,java
9.2333,9,863.18,0,26,68.9333,1278,Travis,base
9.23938182,10,0.0617,213,1,8,3,Docker,cflinuxfs2
9.24358654,2,12.0208,0,0.6667,5.7778,114,Circle,tomcat
9.24815185,2,36.036,0,0,4,1208,Circle,alpine
9.25,23,0.023,22,1,23,50,Docker,ubuntu
9.26202778,5,0.0045,418,3,9,5,Docker,golang
9.26388333,10,0.0249,64,1,8,13,Docker,catalog-docker-base
9.26665,4,0.0143,18,3,11,8,Docker,maven-test
9.270825,6,0.0049,12,2,29,12,Docker,ubuntu
9.2833,12,6.9593,0,1,2,232,Circle,nginx
9.28335,11,1.6272,80,1,5,32,Docker,logstash
9.28641852,18,938.294,224,4.0789,18.8158,340,Docker,base
9.28703333,0,51.8739,80,4.1111,36.1111,103,Docker,php
9.28888333,20,1.0262,14,6,29,9,Docker,java-centos
9.2889,10,0.0098,176,4.5,4,4,Docker,jenkins
9.2917,16,0.0012,95,1.3333,9.3333,3,Docker,alpine
9.29445,2,0.0098,0,3,10,5,Travis,alpine
9.31610227,1,12.0208,0,0.6667,5.7778,114,Circle,tomcat
9.31666667,12,0.005,32,10,23,25,Docker,baseimage
9.320825,10,0.0098,0,3,10,5,Travis,alpine
9.3333,8,87.0817,0,1,7,51,Travis,rust
9.33690143,0,0.0068,346,0,3,17,Docker,node
9.33980149,0,502.981,0,4,15.3333,365,Travis,python
9.34001,6,7.6219,0,42.5,84.5,174,Circle,ubuntu
9.345825,15,0.0032,228,6,16,61,Docker,debian
9.36,11,8.4219,129,2,37,41,Docker,alpine-glibc
9.36666667,14,0.0031,94,2,7,1,Docker,alpine
9.3667,1,2.1497,0,4.6667,14.3333,47,Circle,core-box
9.3667,4,0.2089,23,4,28.8571,8,Docker,systemd-base
9.3667,9,855.777,0,1,5,330,Circle,java
9.37560976,0,364.981,0,2,33.5,723,Travis,ubuntu
9.39722381,1,860.737,0,1,3,2140,Travis,buildstep
9.4,2,281.928,0,4,17,126,Circle,core-box
9.4,21,1116.14,0,1,5,1625,Circle,cyclus
9.40334,3,0.0208,19,6,22,2,Docker,server-jre-8
9.41388333,32,0.0024,986,1,4,10,Docker,opensuse
9.41665,3,225.289,0,4.6667,17,99,Circle,core-box
9.42523824,3,12.0208,0,0.6667,5.7778,114,Circle,tomcat
9.42776667,1,0.0018,162,2,7,9,Docker,systemd
9.42842941,0,0.0052,20,4,18.6667,6,Docker,ruby
9.43487692,13,0,411,2,7,1,Docker,python
9.44660741,15,721.256,0,1,6.4286,4412,Circle,base
9.45833667,7,12.0208,0,0.6667,5.7778,114,Circle,tomcat
9.4667,21,0.0051,52,2,16.3333,43,Docker,debian
9.47176,2,721.256,0,1,32,4412,Circle,base
9.4736,0,0.0076,22,3,11,14,Docker,arch-base
9.4875,0,0.0071,17,1,19.5,11,Docker,java
9.49382222,0,860.737,0,1,3,2140,Travis,buildstep
9.49446667,12,0.1996,0,12,29,447,Circle,passenger-ruby21
9.5,1,0.0022,27,11,19.5,27,Docker,golang
9.51428571,8,6.9593,0,1,2,232,Circle,nginx
9.5167,5,0.0006,14,3,6.6667,17,Docker,ruby
9.51932872,0,896.422,0,2.9231,19.4615,2981,Travis,base
9.5208375,8,896.422,0,3,22,2981,Travis,base
9.53137647,3,94.7589,0,3,22,293,Circle,core-box
9.5333,4,219.294,0,5,16,162,Circle,core-box
9.5333,26,0.0051,52,2,16.3333,43,Docker,debian
9.53333542,1,364.981,0,1,52,723,Travis,ubuntu
9.537475,1,0.0098,0,3,10,5,Travis,alpine
9.55003333,16,0.0855,173,1,21,48,Docker,alpine-glibc
9.55556667,12,0.0183,15,6.6667,11,13,Docker,oracle-java
9.5611,0,534.806,0,7.7143,14.8095,140,Circle,ubuntu
9.56666,0,721.256,0,4.25,19.3,4412,Circle,base
9.56667,10,6.9593,0,1,2,232,Circle,nginx
9.57023571,0,228.727,0,3,21,51,Circle,core-box
9.57334,0,0,0,8.7826,62.4348,62,Circle,php
9.579175,6,0.0098,0,3,10,5,Travis,alpine
9.579175,9,0.0342,65,2.6667,8,5,Docker,elk
9.5833,15,267.767,0,1,14,152,Circle,typo3-flow-neos-abstract
9.59047429,2,493.228,0,7.5,16.6,266,Circle,meteor-base
9.59666,0,0.0023,21,1,6,8,Docker,node
9.599975,4,0.0098,0,3,10,5,Travis,alpine
9.60334,1,20.849,32,2,6.5,42,Docker,trusty
9.6124875,2,0.3114,0,2.5,16,91,Circle,debian
9.629175,7,0.0098,0,3,10,5,Travis,alpine
9.6333,2,0.0091,0,6,33,42,Travis,ubuntu
9.6333,3,513.509,0,1.1111,4.7778,151,Travis,java
9.63335,17,0.0045,418,3,9,5,Docker,golang
9.647925,6,0.0022,27,12,18,27,Docker,golang
9.65835,2,0.0249,64,1,7,13,Docker,catalog-docker-base
9.66061818,0,0.005,32,10,23,25,Docker,baseimage
9.67221667,14,141.097,262,9,12.6667,515,Docker,python
9.679175,4,54.1992,0,0.8571,6.7143,272,Circle,parkmap
9.687475,9,0.0033,27,7,27,18,Docker,ubuntu
9.7,5,0.1751,330,9.5,11.5,4,Docker,nginx
9.72424545,9,0.0617,213,1,8,3,Docker,cflinuxfs2
9.72650164,0,0.0031,705,7,15.25,4,Docker,php
9.754175,3,0.0098,0,3,10,5,Travis,alpine
9.75910909,0,0.0022,11,2.4,9.6,11,Docker,alpine
9.76336,13,0.1996,0,12,29,447,Circle,passenger-ruby21
9.77166667,1,0.0053,288,5,12.5,8,Docker,node
9.78194167,25,0.1751,330,10,11,4,Docker,nginx
9.78335,1,1.4688,32,1.25,10.5,42,Docker,node
9.79896875,4,7.6219,0,41.3636,82.4545,174,Circle,ubuntu
9.8083,1,296.855,0,15,74,141,Travis,baseimage
9.80835,4,0.0022,13,1,8,17,Docker,node
9.81423258,4,36.036,0,0,4,1208,Circle,alpine
9.81666667,1,668.488,0,4.2632,9.7368,604,Circle,ubuntu
9.825025,17,0.0032,228,6,16,61,Docker,debian
9.82576545,0,36.036,0,0,4,1208,Circle,alpine
9.83055833,7,0.0595,0,3,8.5,135,Circle,node
9.83095714,5,0.0617,213,1,8,3,Docker,cflinuxfs2
9.8333,3,0.709,0,0,8.8571,48,Circle,node
9.835425,10,120.021,0,2,8.3333,1847,Circle,ruby
9.83595789,2,364.981,0,1,52,723,Travis,ubuntu
9.83886667,7,2.4295,65,9,17,55,Docker,baseimage
9.84444167,3,0.0049,0,2,19.5,57,Travis,alpine
9.85,10,0.1731,0,1,35,95,Circle,debian
9.85712857,0,342.094,26,9.9048,36.619,63,Docker,nginx
9.85835,11,34.8089,48,2.5,18,22,Docker,node
9.86393455,12,0,411,2,7,1,Docker,python
9.86547857,0,0.1468,0,5.6154,10.1538,40,Circle,nginx
9.866675,3,628.195,0,2,4,361,Travis,java
9.87002,10,164.087,0,0,9.5714,876,Circle,node
9.87221667,0,0.0049,12,2,26,12,Docker,ubuntu
9.8875,7,0.0376,31,5,32,26,Docker,ubuntu
9.90625,9,896.422,0,3,22,2981,Travis,base
9.9083,1,0.0091,0,6.3636,34,42,Travis,ubuntu
9.91062727,9,8.4219,129,3,37,41,Docker,alpine-glibc
9.9167,8,296.855,0,14,85,141,Travis,baseimage
9.929175,4,31.9798,36,4,36,42,Docker,centos
9.9333,3,245.74,0,0,4.5,321,Travis,scratch
9.9333,8,110.865,0,1,5.3333,197,Travis,java
9.93336,3,3.7266,22,5,22.2,14,Docker,php
9.93717506,3,582.039,0,1,51.4706,4710,Travis,debian
9.94069535,10,0.0131,207,3,18.3333,39,Docker,openjdk
9.9417,1,281.928,0,3,22,126,Circle,core-box
9.94352222,9,0.0031,705,7,15.25,4,Docker,php
9.94510588,0,0.1349,28,1,52.2,25,Docker,base
9.94536667,9,938.294,224,2.875,12.5,340,Docker,base
9.95,13,1.2714,13,1,17.5,8,Docker,ubuntu
9.95835,1,0.0183,143,0,3,21,Docker,alpine
9.96,9,0.0098,0,3,10,5,Travis,alpine
9.96665,4,0.709,0,0,8.8571,48,Circle,node
9.96943333,0,0.0106,542,6,10,3,Docker,ubuntu
9.97879091,9,0.0358,210,1,8,2,Docker,cflinuxfs2
9.9963,5,0.052,47,4,14,7,Docker,ubuntu
10,8,164.087,0,0,9.5714,876,Circle,node
10.00742222,0,0.0098,0,3,10,5,Travis,alpine
10.0083,16,0.0022,17,7,42,28,Docker,ubuntu
10.02325526,3,493.228,0,10,19,266,Circle,meteor-base
10.03137059,8,0.0045,418,3,9,5,Docker,golang
10.0333,5,0.0012,13,2,10,1,Docker,archlinux
10.04083,0,0.1996,0,7.5517,23.7586,447,Circle,passenger-ruby21
10.054175,0,0.0376,31,4.375,32.25,26,Docker,ubuntu
10.0667,9,1211.31,0,3,39,3186,Circle,python
10.06778,26,0.0024,768,14,14,15,Docker,python
10.0697,6,0.0031,94,2,7,1,Docker,alpine
10.08002,2,628.195,0,2,4,361,Travis,java
10.081675,0,0.8098,26,0.7143,10.1429,26,Docker,golang
10.08521111,7,0.0249,64,1,7,13,Docker,catalog-docker-base
10.091675,7,7.6219,0,47.5556,87.1111,174,Circle,ubuntu
10.09277667,3,36.036,0,0,4,1208,Circle,alpine
10.09723333,27,0.0106,542,6,10,3,Docker,ubuntu
10.1020875,3,296.855,0,6.8333,29.8333,141,Travis,baseimage
10.10238571,2,0.0049,0,2.0588,21.2941,57,Travis,alpine
10.11,5,0.0098,0,3,10,5,Travis,alpine
10.12498333,0,20.849,32,2,6.5,42,Docker,trusty
10.12499688,26,0.0024,986,1,4,10,Docker,opensuse
10.13484545,0,37.9807,0,4,14,108,Circle,baseimage
10.13787273,1,37.9807,0,4,14,108,Circle,baseimage
10.16945,4,0.1996,0,7.5517,23.7586,447,Circle,passenger-ruby21
10.17085,7,0.0132,151,1,14,11,Docker,centos
10.17500833,0,0.0018,28,6,9,26,Docker,barridocker
10.1833,4,0.0047,57,3,17,1,Docker,centos
10.19165,5,0.0022,27,12,24,27,Docker,golang
10.208325,9,1036.21,0,1,4,121,Circle,busybox
10.21665,15,0.2264,0,6.1875,37.5625,49,Travis,ubuntu
10.22355862,4,0.0049,0,1,72,57,Travis,alpine
10.22499643,12,1116.14,0,1,4,1625,Circle,cyclus
10.225,9,0.7883,20,6,24,10,Docker,debian
10.22547647,10,1211.31,0,2.4286,37.2857,3186,Circle,python
10.22777778,3,364.981,0,1,52,723,Travis,ubuntu
10.24443333,10,628.195,0,0.5,4,361,Travis,java
10.24446667,4,37.9807,0,4,14,108,Circle,baseimage
10.26409231,0,0.1206,18,1,24,20,Docker,base-centos7
10.26666667,0,0.0183,143,1.7143,5.2857,21,Docker,alpine
10.29247419,10,0.0014,848,3.5,24.625,30,Docker,php
10.2947875,2,1.4688,32,1.4286,12,42,Docker,node
10.29555333,11,1116.14,0,1,4,1625,Circle,cyclus
10.3167,10,220.16,0,4,17,91,Circle,core-box
10.3167,14,296.855,0,15,86,141,Travis,baseimage
10.3292767,1,582.039,0,9,65.2667,4710,Travis,debian
10.3333,10,1036.21,0,1,4,121,Circle,busybox
10.34506667,6,164.087,0,0,9.5714,876,Circle,node
10.35,8,200.918,0,2,51.3333,180,Circle,alpine
10.360425,7,164.087,0,0,9.5714,876,Circle,node
10.36071607,4,0.0068,346,0,3,17,Docker,node
10.36665,4,27.8815,0,1,108,169,Travis,ubuntu
10.4,10,14.0272,19,1,35.2857,61,Docker,ubuntu
10.40000833,0,9.2859,0,1,6,121,Circle,ruby
10.4004125,18,0.0024,986,1,4,10,Docker,opensuse
10.40555,4,0.0022,27,12,24,27,Docker,golang
10.41191429,2,0.0031,75,4.3333,8.6667,3,Docker,jenkins-build-base
10.416675,8,0.0098,0,3,10,5,Travis,alpine
10.416675,18,0.0032,228,6,16,61,Docker,debian
10.4167,18,0.0574,39,1,21,9,Docker,ssh-hpn-x
10.42023929,6,0,411,2,7,1,Docker,python
10.4389,9,164.087,0,0,9.5714,876,Circle,node
10.44443333,0,0.0024,18,2.4286,25.4286,25,Docker,ubuntu
10.44998333,0,0.0025,79,4,28.5,11,Docker,debian
10.45,5,178.519,11,0,8,4,Docker,alpine
10.45747143,3,23.0597,0,2.6429,8.9286,4106,Circle,alpine
10.46665,8,30.8583,1000,6,14,4,Docker,debian
10.46666667,20,938.294,224,4.0789,18.8158,340,Docker,base
10.4667,1,0.0021,161,14,27,19,Docker,debian
10.46792,21,0.0024,986,1,4,10,Docker,opensuse
10.47983158,0,1.0073,0,0,1.3333,66,Circle,rails
10.4833,19,7.6219,0,17.625,72.7083,174,Circle,ubuntu
10.49521429,12,8.4219,129,2,37,41,Docker,alpine-glibc
10.52549412,0,133.589,25,3.1163,16.5814,89,Docker,base
10.5361,10,0.0223,59,1,8,5,Docker,catalog-docker-base
10.53774706,2,0.0031,705,7,15.25,4,Docker,php
10.54165,6,7.7354,0,1,39,48,Travis,alpine
10.54445,2,0.0047,81,5,30,15,Docker,jenkins
10.54917,9,0.0045,418,3,9,5,Docker,golang
10.56457813,11,0.0014,848,3.5,24.625,30,Docker,php
10.5667,1,526.864,0,2.0497,8.8261,479,Travis,ubuntu
10.5667,7,98.0739,0,4,17.6667,55,Circle,node
10.5729931,0,0.0091,0,6.3636,34,42,Travis,ubuntu
10.5833,6,19.9254,16,4,10,35,Docker,python
10.59445,12,1.6272,80,1,6,32,Docker,logstash
10.6,13,0.0036,79,22,54,60,Docker,debian
10.6083,0,0.0085,160,3,12,15,Docker,alpine
10.61979375,23,0.0024,986,1,4,10,Docker,opensuse
10.6303,1,0.0212,77,4,15,3,Docker,alpine
10.63222,8,0.0059,196,1.3333,4,5,Docker,alpine
