nDockerfileChanges,timeFlag,ageAtCD,totalBuilds,nIssuesOfDockerfile,nLinesOfDockerfile,totalCommits,workflow,baseImage
3,0,538.076,0,3.3333,12.6667,199,Travis,openjdk
4,0,628.195,0,1.6,3.4,361,Travis,java
1,14,628.195,0,0.5,4,361,Travis,java
1,13,721.256,0,1,31,4412,Circle,base
1,14,721.256,0,1,31,4412,Circle,base
1,9,756.17,0,3.6667,18,1022,Circle,javajsbase
2,10,786.55,0,6,21,2304,Travis,php
1,13,786.55,0,6,21,2304,Travis,php
2,11,896.422,0,3,22,2981,Travis,base
2,11,903.901,0,2,32,3820,Circle,node
1,12,903.901,0,2,32,3820,Circle,node
1,1,1101.1,0,5,7,1188,Travis,plone
1,6,1211.31,0,0.5,4,3186,Circle,python
3,4,1271.74,0,7,51,15319,Circle,ubuntu
28,6,656.702,0,1,4,802,Travis,java
13,0,0.1468,0,5.6154,10.1538,40,Circle,nginx
11,0,31.9798,36,3.3125,32.25,42,Docker,centos
7,1,1.9021,144,10.4211,12.5263,59,Docker,mercury-depend
13,0,0.0033,18,1.3846,11.9231,13,Docker,alpine
13,3,200.918,0,2,44,180,Circle,alpine
6,25,23.0597,0,3.1667,25.8333,4106,Circle,alpine
17,0,0.0172,57,1.1765,8.1765,24,Docker,centos
11,4,92.7464,0,1,25.3333,924,Travis,fpm-nginx
5,1,218.499,0,1,10.3056,269,Circle,verse
9,21,1277.01,0,1.3333,7.7778,6221,Circle,cyclus-deps
4,0,0.0035,15,2.75,5.5,10,Docker,jnlp-slave
8,1,0.0246,82,2,15.5833,110,Docker,ubuntu
4,7,0.5561,0,1,73,140,Travis,apache-php
4,2,1.1784,0,8.1818,24,110,Circle,ubuntu
12,0,1.9021,144,10.4211,12.5263,59,Docker,mercury-depend
4,14,54.2374,27,4,21.75,35,Docker,minimal-notebook
18,0,2.1284,0,2.2941,6.9412,49,Circle,ubuntu
21,0,9.9813,0,2.4762,4.4286,147,Travis,node
3,10,0,0,1.4,6.4,261,Circle,alpine
6,2,0.0024,768,18.3333,16.6667,15,Docker,python
3,15,0.0033,27,6.6667,28,18,Docker,ubuntu
3,0,0.0093,15,4,7.6667,11,Docker,jenkins
3,0,0.0233,118,5,6,21,Docker,debian
6,0,0.0424,15,0,4.5,9,Docker,centos
3,8,7.6219,0,47.5556,87.1111,174,Circle,ubuntu
3,10,54.2374,27,4,19.3333,35,Docker,minimal-notebook
6,0,72.4841,0,1,5,205,Circle,alpine
3,2,251.358,0,1.3333,4.3333,206,Travis,maven
3,2,345.935,0,1,10.6667,421,Circle,alpine
6,0,353.239,0,1.4286,50.2857,302,Travis,ubuntu
3,13,1116.14,0,0.6667,5,1625,Circle,cyclus
3,14,1116.14,0,0.6667,5,1625,Circle,cyclus
5,3,0.0035,15,2,11,10,Docker,jnlp-slave
5,0,0.0595,0,2.8571,5.7143,135,Circle,node
5,0,7.0611,0,1,5.6,684,Circle,basejava
5,1,7.1077,0,3.3333,6.25,146,Travis,alpine-java
10,0,15.4399,0,3.2,9.2,100,Travis,alpine
5,0,301.246,0,2,7.8,1809,Travis,node
9,0,0.0552,0,4.8889,11.3333,100,Circle,ubuntu
9,2,92.7464,0,1,25.4444,924,Travis,fpm-nginx
26,2,0.2394,0,21,19.75,161,Circle,ubuntu-server
4,0,0.0069,16,3,6.5,11,Docker,alpine-openjdk7
2,1,0.0132,35,1,38.6346,124,Docker,alpine
2,18,0.023,22,10,18,50,Docker,ubuntu
2,1,0.0282,0,1,6.5,24,Travis,alpine
4,4,0.04,254,1,54.5,36,Docker,php
2,5,0.0773,296,39.6364,137.454,226,Docker,debian-debootstrap
2,4,0.1397,0,1,33.5,22,Travis,alpine
2,1,0.8629,25,1,14,36,Docker,perl-golang
2,0,4.3663,0,3.5,5.5,134,Travis,mono
6,5,6.7559,0,11.8333,42.6667,69,Travis,openjdk
2,2,14.0272,19,1,34,61,Docker,ubuntu
8,7,23.0597,0,2.8182,7.8182,4106,Circle,alpine
4,0,23.8922,0,2,6,323,Travis,openjdk
2,5,31.9798,36,4,36.5,42,Docker,centos
4,6,62.2769,39,3.8333,18.5,31,Docker,elasticsearch
2,5,64.8187,0,0,10.5,215,Travis,node
4,0,92.7464,0,0.8095,19.619,924,Travis,fpm-nginx
2,12,92.7464,0,1,26,924,Travis,fpm-nginx
2,2,162.763,12,7,13.5,15,Docker,debian
4,2,209.99,42,1,7,39,Docker,alpine
4,1,243.077,11,5.375,19,20,Docker,debian
2,2,286.854,0,2,5,355,Travis,busybox
2,15,786.55,0,6,18.5,2304,Travis,php
2,17,1277.01,0,4,32,6221,Circle,cyclus-deps
7,2,1.4688,32,1.4286,12,42,Docker,node
12,7,7.6219,0,47.5556,87.1111,174,Circle,ubuntu
17,3,92.7464,0,1.0588,24.7647,924,Travis,fpm-nginx
10,0,0.0083,40,6.5,18.4,33,Docker,python
5,0,0.0183,15,5.8333,7.1667,13,Docker,oracle-java
10,1,0.04,254,2.2727,28.1818,36,Docker,php
5,0,16.0888,13,12,27.4286,18,Docker,debian
6,9,0.0024,18,1,73.8333,25,Docker,ubuntu
3,1,0.0033,27,6,25.5,18,Docker,ubuntu
3,10,0.0131,207,3,18.3333,39,Docker,openjdk
3,2,4.3663,0,3.125,7.875,134,Travis,mono
6,0,30.7234,0,1,6.6667,54,Circle,prometheus
3,10,219.294,0,4,17.3333,162,Circle,core-box
3,1,251.358,0,3,4.6667,206,Travis,maven
3,0,540.94,0,1.5,5,176,Travis,openjdk
3,15,756.17,0,1,12,1022,Circle,javajsbase
28,3,64.9491,0,8.7778,32.6111,1606,Circle,ubuntu
10,0,345.935,0,0,8.1818,421,Circle,alpine
7,1,0.0376,31,4.375,32.25,26,Docker,ubuntu
11,2,743.81,0,11.5,33,167,Travis,python
4,5,7.9905,0,3,18.6,244,Circle,basebottle
9,6,0.0129,74,5,18.4545,112,Docker,ubuntu
5,0,0.0022,11,2.4,9.6,11,Docker,alpine
5,10,7.7354,0,1,52.75,48,Travis,alpine
5,1,8.1562,0,0,7.0909,616,Circle,node
5,4,23.1062,143,1,35.6,239,Docker,ubuntu
6,0,0.0439,27,1,7.4444,20,Docker,alpine
13,0,3.7152,0,7,13.0769,155,Circle,wiley
7,1,0.0091,0,6.3636,34,42,Travis,ubuntu
8,2,0.04,254,1.4,51,36,Docker,php
11,22,23.0597,0,0,7,4106,Circle,alpine
12,0,0.011,13,1.3333,8.6667,15,Docker,centos
21,0,0.0045,32,3.9565,18.4348,89,Docker,alpine
2,17,0.0014,848,2.5,22,30,Docker,php
1,2,0.0018,162,2,7,9,Docker,systemd
1,18,0.0018,162,3,5,9,Docker,systemd
1,10,0.0024,768,14,14,15,Docker,python
2,1,0.0025,79,4,28.5,11,Docker,debian
2,3,0.0032,24,6,16,21,Docker,centos
2,1,0.0035,21,3.6667,21.3333,14,Docker,debian
1,3,0.0036,79,6,22,60,Docker,debian
2,5,0.0036,79,7.6667,22,60,Docker,debian
1,0,0.0041,13,1,3,2,Docker,golang
2,12,0.0051,52,3,20,43,Docker,debian
1,1,0.0059,196,1.3333,4,5,Docker,alpine
4,0,0.0075,0,1.5,5,85,Travis,scratch
1,8,0.0093,15,9,21,11,Docker,jenkins
1,4,0.0096,19,4,24,22,Docker,baseimage
3,0,0.0112,16,3.6667,9,18,Docker,jenkins
4,1,0.0132,151,2.25,18.625,11,Docker,centos
1,5,0.0164,108,1,11,16,Docker,alpine
1,6,0.0166,69,9,24,7,Docker,ruby23-base
1,1,0.0172,11,2.6667,8.3333,18,Docker,baseimage
3,2,0.0183,143,1,3,21,Docker,alpine
2,4,0.0183,143,1,6,21,Docker,alpine
4,0,0.02,28,0.7857,11.7143,22,Docker,java
1,4,0.028,48,2,4,65,Docker,mu-ruby-template
2,2,0.0464,0,4,13,43,Circle,alpine
2,15,0.0574,39,1,21,9,Docker,ssh-hpn-x
3,0,0.0649,82,3,7.6667,9,Docker,alpine
1,1,0.0649,82,4,8,9,Docker,alpine
4,2,0.0703,25,18,77,84,Docker,maven
1,8,0.0703,25,18,83,84,Docker,maven
1,0,0.0753,0,2,5,46,Travis,python
1,10,0.0963,0,1,6,21,Circle,golang
3,0,0.1222,33,3,7,11,Docker,nginx
1,13,0.1232,0,3,5.5,194,Circle,nginx
2,15,0.1232,0,3,6,194,Circle,nginx
2,2,0.1314,20,5.5,13.75,18,Docker,jnlp-slave
1,13,0.1622,804,4,6,3,Docker,nodejs-bower-grunt
1,0,0.4417,0,1,5,57,Travis,java
1,3,0.5561,0,1,56,140,Travis,apache-php
7,0,0.8098,26,0.7143,10.1429,26,Docker,golang
4,1,0.8582,12,5.5,51,16,Docker,nginx-18-centos7
2,21,1.0056,29,1,76,54,Docker,ubuntu
2,5,1.2384,29,1,9,15,Docker,java
2,4,1.275,31,7,36.6,27,Docker,ubuntu
4,4,1.9172,0,5,10.5,28,Travis,stack
2,0,4.1009,0,2,5,43,Circle,node
4,1,7.0611,0,1,6,684,Circle,basejava
1,0,7.178,0,4,4,34,Circle,ubuntu
4,5,8.4219,129,3,38,41,Docker,alpine-glibc
2,2,11.2416,47,10.2857,79.8571,43,Docker,ubuntu
3,0,11.255,0,3,6,133,Circle,basebox
4,13,13.0814,0,0,16,49,Circle,alpine-ruby
1,4,13.8249,22,5,25,48,Docker,ubuntu
2,7,13.8373,0,1,11,75,Circle,node
1,2,17.0443,0,9,14,70,Circle,ubuntu
2,0,20.9747,0,2,7,69,Circle,alpine
16,3,23.0597,0,2.6429,8.9286,4106,Circle,alpine
7,12,23.0597,0,3,11.3333,4106,Circle,alpine
1,13,23.8922,0,1,5,323,Travis,openjdk
1,1,28.9605,15,5,56.5,45,Docker,ubuntu
1,0,29.8851,0,0,5,102,Circle,busybox
1,13,37.9017,0,0,7,82,Circle,nodejs
2,5,92.7464,0,1,28.3333,924,Travis,fpm-nginx
2,2,124.152,186,2.2,26.9,503,Docker,debian
2,24,141.097,262,13,31,515,Docker,python
1,0,162.763,12,4.6667,10.6667,15,Docker,debian
2,5,184.718,0,5,28,64,Travis,nginx
3,6,235.081,0,8,9,208,Circle,alpine
1,14,267.767,0,1,14,152,Circle,typo3-flow-neos-abstract
2,10,364.981,0,1,59,723,Travis,ubuntu
1,9,644.631,0,0,11,253,Circle,node
1,10,717.775,0,0,9.25,2145,Circle,node
1,0,758.624,0,1.3333,3,256,Travis,golang
1,0,843.985,0,1,9,1233,Travis,openjdk
18,12,938.294,224,2,5,340,Docker,base
2,0,1036.21,0,1,4,121,Circle,busybox
4,0,1101.1,0,1.3333,4.8333,1188,Travis,plone
1,3,1644.88,0,5,11,509,Travis,debian
11,11,3.4829,0,4.551,41.5918,222,Circle,base-jdk
19,0,23.8519,0,3.0968,9.3871,190,Travis,alpine-node
14,0,11.9235,28,1,9.3077,85,Docker,golang
6,0,22.912,22,2.0769,10.0769,30,Docker,python
28,0,786.55,0,4.75,19.5357,2304,Travis,php
5,10,0.0007,26,8,19,32,Docker,ubuntu
5,1,0.0038,16,2.5,14.5,11,Docker,centos
5,1,0.0077,21,1,34,25,Docker,alpine
5,5,0.0129,74,5.25,20,112,Docker,ubuntu
10,2,0.0773,296,40,142,226,Docker,debian-debootstrap
4,0,4.5204,0,1.5556,10.3333,118,Circle,alpine-node
4,2,183.34,0,1.3333,11,846,Travis,node
7,0,0.004,11,11.7143,16.2857,11,Docker,ubuntu
7,0,7.1077,0,3.3333,6.25,146,Travis,alpine-java
13,0,0.0171,21,6.5385,13.7692,29,Docker,ubuntu
3,0,0.0006,14,3,6.6667,17,Docker,ruby
6,0,0.0026,21,0,8.75,18,Docker,alpine
3,0,0.0028,27,2,8.3333,10,Docker,alpine
3,14,0.0051,52,2,16.3333,43,Docker,debian
18,0,0.0287,88,1.7647,15,19,Docker,nodejs
3,0,0.0356,16,1,5,8,Docker,alpine
3,9,0.0855,173,1,21,48,Docker,alpine-glibc
6,0,3.8613,95,1,10.6667,346,Docker,debian
12,0,8.0164,0,6.7222,19.2778,197,Travis,ubuntu
3,0,20.3874,0,2,7,31,Circle,java
3,16,23.0597,0,0.6667,9.3333,4106,Circle,alpine
3,0,35.9786,171,10.5714,9.2857,21,Docker,ubuntu
6,6,65.0834,43,1,25.5,383,Docker,node
3,9,200.918,0,2,51.3333,180,Circle,alpine
3,21,1116.14,0,1,5,1625,Circle,cyclus
12,15,1277.01,0,2.25,19.8333,6221,Circle,cyclus-deps
8,0,0.0032,24,5.5,9.875,21,Docker,centos
16,10,23.0597,0,2.3158,10.1053,4106,Circle,alpine
5,0,1.8109,0,1,10.6,26,Travis,node
5,0,503.66,0,2.2857,7.8571,159,Travis,openjdk
5,10,1211.31,0,2.4286,37.2857,3186,Circle,python
13,1,1.1784,0,8.1818,24,110,Circle,ubuntu
2,2,0.0014,17,3,11,24,Docker,alpine
2,0,0.0018,162,2,5,9,Docker,systemd
4,0,0.0053,288,5,7.5,8,Docker,node
4,6,0.0097,26,11,27.4286,31,Docker,ubuntu
2,0,0.0195,28,4.5,8.5,3,Docker,collectd
4,2,0.0251,27,1,6.5,64,Docker,php
2,0,0.0263,109,5.5,6,4,Docker,node
2,7,0.0595,0,3,8.5,135,Circle,node
4,1,0.0832,39,27.5,48,55,Docker,ubuntu
2,3,0.1314,20,5.5,13.75,18,Docker,jnlp-slave
4,12,0.1731,0,1,35,95,Circle,debian
2,10,1.0056,29,18,63,54,Docker,ubuntu
2,0,1.1881,954,3,4,7,Docker,php
4,2,3.4829,0,6,32.625,222,Circle,base-jdk
4,0,4.8695,0,0,6.25,110,Circle,golang
2,0,13.8373,0,1,5,75,Circle,node
2,9,19.886,29,4.5,29.5,44,Docker,ubuntu-16-nginx-php-phpmyadmin
2,1,62.0019,35,2,25.1429,100,Docker,php7-fpm
4,2,72.4841,0,0,5,205,Circle,alpine
4,0,122.069,28,1,7.75,123,Docker,storyteller
4,0,128.551,0,3,6.25,218,Travis,oracle-jdk
2,0,274.265,0,1.5,4.5,71,Circle,nginx
2,3,342.094,26,4,8.5,63,Docker,nginx
4,0,1116.14,0,1,4,1625,Circle,cyclus
9,4,0.0965,0,1.6667,8.6667,85,Circle,centos
7,0,0.0142,17,3.1429,9.5714,10,Docker,debian
5,1,721.256,0,1.2222,21.6667,4412,Circle,base
25,0,0.0022,26,7.64,7.44,27,Docker,ruby-firefox-xvfb
6,8,0.0045,27,0.5,16.1667,9,Docker,alpine
3,15,0.0057,0,6,25.3333,41,Circle,debian
9,2,0.0439,21,12.625,51.875,34,Docker,debian
3,0,0.1092,19,5.4,10.6,18,Docker,nginx
3,0,1.0685,0,2.1591,13.1136,181,Circle,centos
3,7,8.4219,129,3,37,41,Docker,alpine-glibc
3,0,14.0696,51,6,11.6667,85,Docker,uwsgi
3,12,123.565,0,0,6.3333,52,Circle,node
16,0,0.0965,0,2.0625,9,85,Circle,centos
13,11,23.0597,0,2.4444,12.1111,4106,Circle,alpine
20,1,17.0168,35,2,7.75,49,Docker,nginx
4,14,0.0035,243,1,19.6667,27,Docker,alpine
8,0,0.1314,20,2.875,11,18,Docker,jnlp-slave
4,1,1.1459,0,6,14,131,Travis,centos
4,5,7.7354,0,1,37.25,48,Travis,alpine
14,0,6.0321,0,3.0714,10.2143,62,Circle,node
5,0,10.8772,0,0.4,4.8,62,Circle,java
10,18,23.0597,0,0,6,4106,Circle,alpine
5,2,71.8883,0,1,49.5,285,Circle,fedora
6,0,0.0058,56,2,8.1667,54,Docker,baseimage
6,0,20.8866,0,3,8.3333,64,Circle,alpine
10,1,0.0489,14,24.5,36,18,Docker,ubuntu
13,0,5.0218,25,6.5,21.2143,24,Docker,ubuntu
29,0,218.499,0,1,10.3056,269,Circle,verse
54,3,0.0177,0,8.9091,14.6818,32,Travis,fedora
1,3,0,259,4,24,11,Docker,alpine
1,6,0,259,3,24,11,Docker,alpine
1,2,0.0009,25,2,4,13,Docker,alpine
1,1,0.001,11,2,12.5,4,Docker,alpine
1,0,0.0017,0,0,5,46,Circle,nginx
2,0,0.0018,28,6,9,26,Docker,barridocker
2,5,0.0022,27,12,24,27,Docker,golang
1,19,0.0023,21,0,4,8,Docker,node
3,0,0.0029,754,4,8,6,Docker,gitlab-ce
3,13,0.0034,39,2,32,30,Docker,alpine
1,17,0.0035,243,1,22,27,Docker,alpine
1,4,0.0036,79,6,22,60,Docker,debian
2,2,0.0043,22,4.8889,15.5556,22,Docker,nginx-php-fpm
2,7,0.0047,81,4,31,15,Docker,jenkins
1,6,0.0077,57,7,28,59,Docker,jenkernetes
1,1,0.0081,19,2,5.5,4,Docker,tools
4,2,0.0129,74,7,21.5,112,Docker,ubuntu
3,7,0.0131,207,1,14,39,Docker,openjdk
2,11,0.0131,207,3,19,39,Docker,openjdk
2,1,0.022,12,1,13,8,Docker,tomcat
1,27,0.023,22,1,23,50,Docker,ubuntu
1,2,0.0299,0,0,5,26,Travis,alpine-oraclejdk8
3,0,0.0322,0,1,12.6667,69,Circle,alpine
3,5,0.04,254,1,59,36,Docker,php
2,9,0.0537,141,2,10,29,Docker,oracle-jdk
2,12,0.0537,141,2,10,29,Docker,oracle-jdk
1,10,0.0703,25,18,87,84,Docker,maven
3,0,0.0786,0,5,6,44,Travis,fedora
9,0,0.0898,0,0,9.3333,41,Travis,openjdk
2,0,0.1,13,1,5,18,Docker,dind
1,2,0.1092,19,5,11,18,Docker,nginx
1,15,0.4248,36,1,44,19,Docker,archlinux-small
9,0,0.4973,0,0,8.3333,43,Travis,centos
1,21,0.5516,17,1,55,19,Docker,fedora
1,22,0.5516,17,1,55,19,Docker,fedora
1,12,0.5667,112,4,17,11,Docker,alpine
1,2,0.7568,0,1,8,134,Circle,debian
2,7,1.2714,13,1,17.5,8,Docker,ubuntu
2,1,1.5897,0,7,22,69,Circle,node
6,0,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
3,5,2.4295,65,9,16,55,Docker,baseimage
2,15,2.9346,27,5,17,3,Docker,ubuntu
1,2,3.464,0,0,8,996,Travis,node
8,18,3.4829,0,3.5,44,222,Circle,base-jdk
4,1,3.5673,0,2,9,126,Circle,node
3,18,4.5204,0,1,24,118,Circle,alpine-node
6,2,7.0563,0,3,18,130,Circle,alpine-base
4,3,7.0563,0,3,18,130,Circle,alpine-base
2,12,7.0563,0,3,18,130,Circle,alpine-base
1,17,9.0212,0,4,49,248,Circle,centos
1,4,11.2416,47,10,82.5,43,Docker,ubuntu
6,0,14.1239,97,6.4286,22.2857,27,Docker,atlassian-docker
2,13,19.93,0,1,21,88,Circle,alpine
2,1,25.4439,0,0,9,32,Circle,scratch
1,0,29.0707,0,0,3,112,Circle,jetty
1,3,31.9798,36,4,33,42,Docker,centos
2,7,31.9798,36,4,37,42,Docker,centos
1,0,61.9695,19,9.3333,20.3333,21,Docker,hadoop-docker
2,3,61.9695,19,9,21,21,Docker,hadoop-docker
1,2,62.2769,39,8,17,31,Docker,elasticsearch
4,10,71.8883,0,1,73.75,285,Circle,fedora
3,9,83.0324,0,0.3333,9,88,Circle,node
2,7,97.8665,0,0,19,52,Circle,alpine
2,9,114.074,20,3,47,8,Docker,alpine
1,0,123.565,0,0,6.6,52,Circle,node
2,3,146.595,0,6,19.9333,273,Travis,websphere-liberty
1,1,191.968,0,4,11,209,Travis,debian
2,3,217.199,0,3,19,400,Travis,websphere-liberty
2,3,218.159,0,2,18,211,Travis,haproxy
2,3,226.178,0,6,19.6,342,Travis,websphere-liberty
1,0,251.358,0,1.5714,4.5714,206,Travis,maven
2,5,251.358,0,1,6,206,Travis,maven
2,0,255.937,0,1,7,308,Travis,alpine
2,0,285.101,0,1.5,4,239,Travis,golang
1,1,285.101,0,1.5,4,239,Travis,golang
1,9,285.101,0,2,5,239,Travis,golang
2,11,285.101,0,2,9.5,239,Travis,golang
2,6,286.854,0,2,5,355,Travis,busybox
2,0,345.606,0,6.7778,18.5556,102,Travis,ubuntu
4,6,364.981,0,1,58,723,Travis,ubuntu
1,0,394.062,0,3,5,68,Circle,None
6,0,468.727,778,6.1,38,35,Docker,nginx
1,4,705.232,0,1,19,625,Travis,alpine-java
1,1,780.828,0,4.125,17.375,360,Circle,ruby
3,6,786.55,0,4,18,2304,Travis,php
3,13,903.901,0,2,32.6667,3820,Circle,node
1,16,1277.01,0,3.3333,31.3333,6221,Circle,cyclus-deps
33,0,582.039,0,5.6216,42.2162,4710,Travis,debian
10,0,743.81,0,4.7778,22.9444,167,Travis,python
8,0,0.0655,21,5.125,16.625,15,Docker,centos
16,15,3.4829,0,2.625,48.5,222,Circle,base-jdk
7,0,0.0014,848,4,21.8571,30,Docker,php
7,8,903.901,0,2,29.4286,3820,Circle,node
6,0,0.0019,11,4,8.8333,9,Docker,node
6,0,0.0069,0,4.8333,12.8333,64,Circle,docker-perl-app-base
23,0,0.0032,0,2.4762,5.9524,89,Circle,hub-runtime
14,4,23.0597,0,2.8,10.2,4106,Circle,alpine
9,0,0.4616,56,1.5556,6.3333,13,Docker,nand2tetris
8,0,0.0064,16,5.375,16.125,20,Docker,debian
4,14,5.0872,14,8,37.6667,18,Docker,apache2-php7
60,0,27.8815,0,1,97.3167,169,Travis,ubuntu
3,12,0.0183,15,6.6667,11,13,Docker,oracle-java
3,0,0.0342,65,2.6667,8,5,Docker,elk
3,2,0.0542,22,1,13,17,Docker,debian
3,0,0.064,115,5,7.3333,5,Docker,ubuntu-php
3,5,2.4782,0,1.3333,6.6667,40,Circle,result-processing
3,16,64.9491,0,1,65.3333,1606,Circle,ubuntu
11,6,0.0773,296,39.9231,137.538,226,Docker,debian-debootstrap
16,1,0.013,34,0.3846,12.1538,27,Docker,node
8,8,0.1041,0,24.1429,29.1429,46,Circle,ubuntu
5,2,0.1352,245,7.8,26.2,44,Docker,golang
5,0,2.7616,106,4,7.4,165,Docker,nginx
5,0,13.0814,0,0.6,11.6,49,Circle,alpine-ruby
5,10,235.081,0,9,13,208,Circle,alpine
5,1,755.805,0,0,12.3333,185,Circle,python
12,0,4.4008,0,4.5833,19,100,Travis,debian
11,0,16.1885,0,4.7692,35.3077,210,Circle,golang
11,18,64.9491,0,1,56.6667,1606,Circle,ubuntu
39,0,0.1013,0,6.8718,28.5641,49,Circle,ubuntu
2,0,0.0012,36,5.5,9.5,2,Docker,base-mate
2,0,0.0024,986,1,4,10,Docker,opensuse
4,1,0.0036,79,6,23.6667,60,Docker,debian
2,0,0.0053,318,2,6,7,Docker,debian
4,0,0.0086,0,11.25,19.25,852,Circle,docker-perl-app-base
2,0,0.0168,95,0.5,5,5,Docker,centos
2,3,0.022,0,2,35,36,Travis,alpine
6,1,0.0258,32,4.6667,15.3333,34,Docker,ubuntu
24,0,0.0305,29,1,25.25,31,Docker,debian
6,6,0.0595,0,2,7.6667,135,Circle,node
4,2,0.185,0,5,9.25,93,Circle,racket
4,0,1.1489,79,2.8,9.4,193,Docker,alpine-python
2,5,5.0218,25,8,23.5,24,Docker,ubuntu
12,0,7.8564,0,1.5833,6.6667,164,Circle,jetty
8,1,29.3739,0,2,20.1875,1289,Circle,centos
2,4,31.9798,36,4,36,42,Docker,centos
2,1,71.8883,0,1,39.2,285,Circle,fedora
4,0,198.945,0,3,9.5,621,Travis,ruby
2,11,209.99,42,2,9,39,Docker,alpine
4,0,245.74,0,0,4.5,321,Travis,scratch
4,0,526.678,0,1,36.3333,46,Travis,alpine
2,23,1277.01,0,2.5,18.5,6221,Circle,cyclus-deps
31,0,60.4764,0,1,6,69,Travis,alpine
11,30,938.294,224,3.7692,18.7692,340,Docker,base
7,9,0.037,81,0,14.3333,28,Docker,alpine
10,0,0.0216,25,2.9,17.4,29,Docker,fedora
8,1,11.2416,47,9.3333,75.3333,43,Docker,ubuntu
14,0,6.937,0,0.3571,9.5714,105,Circle,alpine-node
3,20,0.002,0,1,58,51,Travis,ubuntu
3,2,0.1206,18,1,22.6667,20,Docker,base-centos7
3,0,0.3458,41,4.25,7.5,19,Docker,spark-base
6,0,0.8996,16,1.6667,13.5,14,Docker,alpine
3,0,1.2714,13,4,11,8,Docker,ubuntu
6,4,13.8373,0,2,10.6667,75,Circle,node
6,1,155.068,0,9.875,13.875,420,Circle,ubuntu
3,0,234.734,0,2.2,7.9,198,Circle,codius.org
6,0,458.166,0,2.875,5.875,1837,Circle,meteor-base
3,15,535.883,0,2.2,2.8,534,Circle,cymetric-deps
6,1,538.076,0,3.3333,12.6667,199,Travis,openjdk
3,0,897.147,0,0,9.6667,258,Circle,ruby
3,15,1116.14,0,0.6667,5,1625,Circle,cyclus
17,0,8.1562,0,0,7.0909,616,Circle,node
4,1,0.0039,35,1,35,16,Docker,alpine
4,0,0.0164,49,5,10.75,4,Docker,baseimage
4,1,31.9798,36,4,33,42,Docker,centos
37,0,0.0098,77,6.7568,67.0811,79,Docker,php
5,0,0.0315,123,3,18,11,Docker,php
5,0,4.0829,0,4,11.6,80,Circle,ubuntu
5,1,13.5809,0,4.9231,13.1538,161,Circle,baseimage
5,5,301.246,0,2,7.2,1809,Travis,node
5,0,380.563,0,0.75,8.75,327,Travis,python
11,0,0.0147,12,2.9091,4.8182,12,Docker,debian
38,9,3.4829,0,3.5714,43,222,Circle,base-jdk
7,0,0.0183,143,1.7143,5.2857,21,Docker,alpine
7,0,1.275,31,6.0714,29.3571,27,Docker,ubuntu
7,29,141.097,262,13.1667,34.5,515,Docker,python
15,0,5.1043,12,3.9333,18.0667,43,Docker,debian
22,4,903.901,0,1.8182,27.5,3820,Circle,node
13,0,10.0257,29,1.2308,13.6154,22,Docker,nginx
63,0,7.0563,0,3.0984,13.0984,130,Circle,alpine-base
1,14,0,259,2,21,11,Docker,alpine
1,18,0,259,2,22,11,Docker,alpine
1,0,0.0009,25,2,4,13,Docker,alpine
2,3,0.0013,306,4,15,8,Docker,ubuntu
1,8,0.0017,60,5,41,32,Docker,ubuntu
7,1,0.0019,31,19.8,35.6,34,Docker,ubuntu
1,0,0.002,111,3,6,5,Docker,ubuntu
1,5,0.0034,39,2,29,30,Docker,alpine
3,1,0.0114,35,4.6667,41.3333,10,Docker,systemuser
5,3,0.0131,207,1,14,39,Docker,openjdk
1,13,0.0172,57,1,9,24,Docker,centos
1,15,0.023,22,10,18,50,Docker,ubuntu
1,9,0.028,48,1,2,65,Docker,mu-ruby-template
3,7,0.0703,25,18,82.3333,84,Docker,maven
1,8,0.1206,18,1,25,20,Docker,base-centos7
1,2,0.7883,20,6,24,10,Docker,debian
1,0,0.9963,0,1,5,40,Circle,scratch
2,0,2.4782,0,2,5.5,40,Circle,result-processing
6,3,7.6219,0,38,77,174,Circle,ubuntu
1,11,8.7011,0,0,13,28,Travis,alpine
1,13,9.0212,0,4,49,248,Circle,centos
1,0,9.2859,0,1,6,121,Circle,ruby
8,1,25.0027,0,1,7,81,Circle,nodejs
1,1,27.8815,0,1,4,169,Travis,ubuntu
2,0,27.9552,0,1,7,111,Travis,python
2,0,61.5269,16,5,24,7,Docker,alpine-base
2,6,72.5254,0,1.5,7,55,Circle,erlang18
1,2,82.9521,0,1,6.6667,927,Travis,lewis-depends
1,0,296.855,0,11.5067,48.8667,141,Travis,baseimage
1,5,296.855,0,8,42.5,141,Travis,baseimage
1,1,349.282,0,2,5,196,Travis,java
2,2,500.114,0,7.5,25.5,173,Travis,python
3,0,511.203,0,3.3333,7.6667,43,Travis,busybox
1,6,690.974,0,1,2,302,Travis,viws
4,5,734.948,0,4.25,10,144,Circle,openjdk
2,1,769.683,0,8,34,443,Travis,base
22,1,7.0563,0,3,17.625,130,Circle,alpine-base
22,0,0.0132,35,1,38.6346,124,Docker,alpine
27,0,0.0107,31,1,32.6667,31,Docker,debian
9,0,0.7877,12,7.1111,35.3333,18,Docker,baseimage
6,0,0.022,0,2,32.3333,36,Travis,alpine
6,0,0.7614,0,0,4.8333,43,Circle,java
