nSuccessBuild,timeFlag,ageAtCD,totalBuilds,nIssuesOfDockerfile,nLinesOfDockerfile,totalCommits,workflow,baseImage
5,12,0.0164,108,1,11,16,Docker,alpine
5,12,0.0358,210,1,8,2,Docker,cflinuxfs2
5,12,0.0617,213,1,8,3,Docker,cflinuxfs2
5,12,1.0056,29,1,72.8571,54,Docker,ubuntu
5,12,1.8103,0,0,12.6667,54,Circle,node
5,12,7.8564,0,1.5833,6.6667,164,Circle,jetty
5,12,97.8665,0,0,23,52,Circle,alpine
6,12,0.001,290,3,23,10,Docker,debian
6,12,0.0059,196,1.3333,4,5,Docker,alpine
6,12,0.0638,182,4,21,49,Docker,baseimage-oraclejdk
6,12,1.6272,80,1,6,32,Docker,logstash
6,12,19.93,0,1,21,88,Circle,alpine
6,12,30.266,111,3,5,174,Docker,base
6,12,70.3905,0,2,8,179,Travis,docker-rails
6,12,938.294,224,2,5,340,Docker,base
7,12,0.001,173,5.6667,15.5,27,Docker,debian
7,12,0.0098,176,4.5,4,4,Docker,jenkins
7,12,8.4219,129,2,37,41,Docker,alpine-glibc
7,12,110.1,0,0,6,1273,Circle,alpine-build
7,12,353.155,110,7,6,489,Docker,anaconda
7,12,896.422,0,3,22,2981,Travis,base
8,12,0.0013,306,4,15,8,Docker,ubuntu
8,12,0.003,179,1,20.6667,10,Docker,jenkins-slave
8,12,0.0032,228,6,16,61,Docker,debian
8,12,0.0342,65,2.6667,8,5,Docker,elk
8,12,0.2394,0,21,20,161,Circle,ubuntu-server
8,12,500.026,0,11.5,22.5,85,Circle,diaspora-docker
8,12,1036.21,0,1,4,121,Circle,busybox
9,12,0.004,187,1,16,1,Docker,debian
9,12,82.9521,0,2,9.6667,927,Travis,lewis-depends
9,12,128.551,0,3,6.25,218,Travis,oracle-jdk
9,12,141.097,262,8.4444,10.6667,515,Docker,python
10,12,0.0031,705,7,15.25,4,Docker,php
10,12,14.1239,97,6,23,27,Docker,atlassian-docker
11,12,1.9021,144,3.7692,20.4615,59,Docker,mercury-depend
11,12,22.5866,936,2,14,31,Docker,node
11,12,705.232,0,1,21,625,Travis,alpine-java
12,12,0.0058,356,2,15,31,Docker,debian
12,12,0.0072,128,2,6,3,Docker,debian
12,12,39.9654,254,2,15.4,41,Docker,centos
13,12,0.0132,151,1,14,11,Docker,centos
13,12,204.008,0,6,17,448,Travis,nginx
13,12,717.775,0,0,9.25,2145,Circle,node
14,12,64.2844,0,2,10,164,Travis,alpine-node
16,12,0.009,267,3.1538,29.4615,24,Docker,ubuntu
16,12,0.7054,299,1.8,7.2,22,Docker,wordpress
16,12,3.4829,0,4.2857,42.4286,222,Circle,base-jdk
17,12,19.9171,0,6,8,919,Travis,ubuntu
17,12,550.778,0,0,10,936,Circle,node
18,12,16.2142,347,4.5556,5.1111,32,Docker,nginx
18,12,226.105,0,1,9,372,Travis,node
19,12,0.0011,297,5,17,8,Docker,ubuntu
19,12,0.0017,340,2,8.25,14,Docker,debian
19,12,224.738,0,2,7,2974,Circle,golang
19,12,841.838,0,2,7,436,Circle,node
20,12,0.0069,0,10,21,64,Circle,docker-perl-app-base
24,12,0.0024,986,1,4,10,Docker,opensuse
25,12,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
25,12,29.3739,0,2,20.5,1289,Circle,centos
26,12,0.0024,768,14,14,15,Docker,python
28,12,1116.14,0,1,4,1625,Circle,cyclus
29,12,0.0026,167,2,5,2,Docker,nginx
29,12,92.7464,0,1,26,924,Travis,fpm-nginx
31,12,1.1881,954,3,4,7,Docker,php
34,12,0.0053,318,2,6,7,Docker,debian
34,12,903.901,0,2,32,3820,Circle,node
36,12,468.727,778,6.1,38,35,Docker,nginx
38,12,0.0014,848,3.5,24.625,30,Docker,php
39,12,12.8416,0,2,39,442,Circle,alpine
41,12,0.7375,394,14,37,11,Docker,ubuntu
43,12,0.0008,0,7.9,15,401,Circle,docker-perl-app-base
43,12,0.0029,754,4,8,6,Docker,gitlab-ce
43,12,0.0106,542,6,10,3,Docker,ubuntu
52,12,923.619,0,2,17,1350,Travis,alpine-oraclejdk8
55,12,0,411,2,7,1,Docker,python
57,12,200.961,0,3,15,762,Circle,alpine-glibc
59,12,0.9345,0,2,20,1123,Circle,centos
60,12,0.1622,804,4,3,3,Docker,nodejs-bower-grunt
64,12,0.0086,0,11,19,852,Circle,docker-perl-app-base
77,12,120.021,0,2,8.3333,1847,Circle,ruby
82,12,786.55,0,6,21,2304,Travis,php
83,12,64.9491,0,1,38,1606,Circle,ubuntu
88,12,433.042,0,5,10,823,Travis,golang
102,12,1277.01,0,1.6667,11.6667,6221,Circle,cyclus-deps
116,12,721.256,0,1,32,4412,Circle,base
118,12,23.0597,0,3,11.3333,4106,Circle,alpine
119,12,12.0208,0,0.6667,5.7778,114,Circle,tomcat
136,12,1059.15,0,2.7143,6.7143,17849,Circle,build_env
244,12,23.8922,0,1,5,323,Travis,openjdk
1,13,0,259,2,21,11,Docker,alpine
1,13,0.0004,137,3,3,1,Docker,prometheus
1,13,0.0007,26,8,19,32,Docker,ubuntu
1,13,0.0012,13,2,10,1,Docker,archlinux
1,13,0.0012,95,1.3333,9.3333,3,Docker,alpine
1,13,0.0017,63,9,38,17,Docker,baseimage
1,13,0.003,179,1,20.6667,10,Docker,jenkins-slave
1,13,0.0036,14,6,11,4,Docker,spidervnc-base
1,13,0.0037,48,1,13.6,13,Docker,alpine
1,13,0.0166,69,9,24,7,Docker,ruby23-base
1,13,0.02,28,1,20.6667,22,Docker,java
1,13,0.0342,65,2.6667,8,5,Docker,elk
1,13,0.0356,16,1,10,8,Docker,alpine
1,13,0.064,115,5,7.3333,5,Docker,ubuntu-php
1,13,0.0855,173,1,21,48,Docker,alpine-glibc
1,13,0.1041,0,27,32,46,Circle,ubuntu
1,13,0.1232,0,3,5.5,194,Circle,nginx
1,13,0.2394,0,21,20,161,Circle,ubuntu-server
1,13,1.2714,13,1,17.5,8,Docker,ubuntu
1,13,1.9786,0,1,2,93,Travis,nginx
1,13,7.7354,0,1,54,48,Travis,alpine
1,13,7.8564,0,1.5833,6.6667,164,Circle,jetty
1,13,37.9017,0,0,7,82,Circle,nodejs
1,13,73.0325,0,2,4.4,577,Travis,nginx
1,13,200.961,0,3,15,762,Circle,alpine-glibc
1,13,204.008,0,6,17,448,Travis,nginx
1,13,450.449,0,3,6,169,Travis,alpine-java
1,13,686.942,0,2,3,117,Travis,nginx
2,13,0.0014,17,3,11,24,Docker,alpine
2,13,0.0017,340,2,8.25,14,Docker,debian
2,13,0.0017,60,5.5,55.5,32,Docker,ubuntu
2,13,0.002,111,3,8.5,5,Docker,ubuntu
2,13,0.002,189,2,5.1667,8,Docker,mesos-dns
2,13,0.0025,79,4,30,11,Docker,debian
2,13,0.0039,78,4,6,8,Docker,openjdk
2,13,0.004,187,1,16,1,Docker,debian
2,13,0.0041,122,4,3,5,Docker,ubuntu
2,13,0.5667,112,4,17,11,Docker,alpine
2,13,1.6272,80,1,6,32,Docker,logstash
2,13,3.3336,0,3,11.6667,103,Circle,maven
2,13,5.0872,14,7,33.5,18,Docker,apache2-php7
2,13,7.0563,0,3,18,130,Circle,alpine-base
2,13,7.0611,0,1,9,684,Circle,basejava
2,13,72.4841,0,0,5,205,Circle,alpine
2,13,141.097,262,9,12.6667,515,Docker,python
2,13,191.968,0,4,11,209,Travis,debian
2,13,218.159,0,2,18,211,Travis,haproxy
2,13,274.265,0,1.5,4.5,71,Circle,nginx
2,13,314.648,50,3,18,45,Docker,alpine
2,13,349.282,0,2,5,196,Travis,java
2,13,489.985,0,1,11,284,Travis,node
2,13,644.631,0,0,11,253,Circle,node
2,13,860.737,0,1,3,2140,Travis,buildstep
2,13,1575.08,0,0,14,988,Circle,python
3,13,0.0018,162,3,7,9,Docker,systemd
3,13,0.0036,79,22,54,60,Docker,debian
3,13,0.0051,52,2,16.3333,43,Docker,debian
3,13,0.1352,245,8,27,44,Docker,golang
3,13,2.4295,65,10,18,55,Docker,baseimage
3,13,14.1239,97,5,23,27,Docker,atlassian-docker
3,13,54.2374,27,4,21.75,35,Docker,minimal-notebook
3,13,222.737,0,2.6667,22.6667,4831,Circle,alpine-java
3,13,618.774,0,1.5,5.5,418,Circle,busybox
4,13,0.0036,103,2,17,105,Docker,alpine
4,13,0.0058,133,4,7,2,Docker,ubuntu
4,13,0.0129,74,5,21,112,Docker,ubuntu
4,13,0.0386,69,1,10,34,Docker,baseimage
4,13,1.9172,0,5,10.5,28,Travis,stack
4,13,8.4219,129,2,37,41,Docker,alpine-glibc
4,13,19.93,0,1,21,88,Circle,alpine
4,13,64.2844,0,2,10,164,Travis,alpine-node
4,13,97.8665,0,0,24,52,Circle,alpine
4,13,139.006,0,8,52.2,174,Travis,ubuntu
4,13,628.195,0,0.5,4,361,Travis,java
4,13,690.974,0,1,2,302,Travis,viws
4,13,938.294,224,2.5,12,340,Docker,base
5,13,0.001,173,5.6667,15.5,27,Docker,debian
5,13,0.0021,161,14,27,19,Docker,debian
5,13,0.0032,228,6,16,61,Docker,debian
5,13,0.0034,39,2,32,30,Docker,alpine
5,13,0.0164,108,1,11,16,Docker,alpine
5,13,0.0168,95,0.5,5,5,Docker,centos
5,13,0.1996,0,12,29,447,Circle,passenger-ruby21
5,13,155.068,0,9.875,13.875,420,Circle,ubuntu
5,13,237.925,0,2,5,144,Travis,alpine-node
5,13,252.925,119,3.9355,18.0968,76,Docker,alpine
5,13,500.026,0,11.5,22.5,85,Circle,diaspora-docker
6,13,0.001,290,3,23,10,Docker,debian
6,13,8.7011,0,0,18,28,Travis,alpine
7,13,2.882,61,11,33,12,Docker,alpn-consul
8,13,0.0035,243,1,16,27,Docker,alpine
8,13,0.0072,128,2,6,3,Docker,debian
8,13,0.0164,49,5,10.75,4,Docker,baseimage
8,13,5.0292,79,2,8.5,42,Docker,centos
8,13,52.0142,78,2.5,31,62,Docker,alpine
8,13,98.0739,0,4,19,55,Circle,node
8,13,209.99,42,1.2353,14.6471,39,Docker,alpine
9,13,0.0013,306,4,15,8,Docker,ubuntu
9,13,0.0024,768,14,14,15,Docker,python
9,13,0.0098,176,4.5,4,4,Docker,jenkins
9,13,13.0814,0,0,16,49,Circle,alpine-ruby
10,13,0.0045,418,3,9,5,Docker,golang
10,13,0.0638,182,4,21,49,Docker,baseimage-oraclejdk
11,13,1.9021,144,3.7692,20.4615,59,Docker,mercury-depend
11,13,70.3905,0,2,8,179,Travis,docker-rails
12,13,0.0358,210,1,8,2,Docker,cflinuxfs2
12,13,0.0617,213,1,8,3,Docker,cflinuxfs2
14,13,16.2142,347,4.5556,5.1111,32,Docker,nginx
14,13,39.9654,254,2,15.4,41,Docker,centos
14,13,717.775,0,0,9.25,2145,Circle,node
15,13,0.037,81,0.6667,15,28,Docker,alpine
15,13,29.3739,0,2,20.5,1289,Circle,centos
16,13,0.009,267,1,57,24,Docker,ubuntu
17,13,3.4829,0,3,45,222,Circle,base-jdk
17,13,12.8416,0,2,39,442,Circle,alpine
17,13,226.105,0,1,9,372,Travis,node
18,13,0.0058,356,2,15,31,Docker,debian
19,13,39.0562,0,12,18,701,Circle,slidehub-base
21,13,0.0059,196,1.3333,4,5,Docker,alpine
23,13,0.0031,705,7,15.25,4,Docker,php
23,13,0.7054,299,1.8,7.2,22,Docker,wordpress
24,13,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
24,13,22.5866,936,2,14,31,Docker,node
25,13,92.7464,0,1,12.2857,924,Travis,fpm-nginx
27,13,1.1881,954,3,4,7,Docker,php
27,13,896.422,0,3,22,2981,Travis,base
28,13,903.901,0,2,32.6667,3820,Circle,node
28,13,1116.14,0,0.6667,5,1625,Circle,cyclus
30,13,0.0024,986,1,4,10,Docker,opensuse
30,13,0.1622,804,4,6,3,Docker,nodejs-bower-grunt
32,13,841.838,0,2,7,436,Circle,node
32,13,923.619,0,2,17,1350,Travis,alpine-oraclejdk8
33,13,0.0011,297,5,17,8,Docker,ubuntu
33,13,0.0014,848,3.5,24.625,30,Docker,php
33,13,468.727,778,6.1,38,35,Docker,nginx
39,13,0.7375,394,14,37,11,Docker,ubuntu
39,13,786.55,0,6,21,2304,Travis,php
46,13,0.0106,542,6,10,3,Docker,ubuntu
46,13,0.9345,0,2,20,1123,Circle,centos
48,13,0.0008,0,7.9,15,401,Circle,docker-perl-app-base
52,13,0.0053,318,2,6,7,Docker,debian
53,13,0.0086,0,11,19,852,Circle,docker-perl-app-base
55,13,433.042,0,5,10,823,Travis,golang
56,13,1277.01,0,1.96,18.6,6221,Circle,cyclus-deps
58,13,30.8583,1000,6,14,4,Docker,debian
65,13,0,411,2,7,1,Docker,python
65,13,0.0029,754,4,8,6,Docker,gitlab-ce
72,13,64.9491,0,1,57,1606,Circle,ubuntu
72,13,120.021,0,2,8.3333,1847,Circle,ruby
81,13,721.256,0,1,31,4412,Circle,base
117,13,1059.15,0,2.7143,6.7143,17849,Circle,build_env
123,13,23.0597,0,3.1429,8.9524,4106,Circle,alpine
124,13,550.778,0,0,10,936,Circle,node
204,13,12.0208,0,0.6667,5.7778,114,Circle,tomcat
225,13,23.8922,0,1,5,323,Travis,openjdk
1,14,0.0033,27,7,28.6667,18,Docker,ubuntu
1,14,0.0036,103,2,17,105,Docker,alpine
1,14,0.0037,48,1,13.6,13,Docker,alpine
1,14,0.0059,196,1.3333,4,5,Docker,alpine
1,14,0.0203,22,9,27,16,Docker,baseimage
1,14,0.0356,16,1,10,8,Docker,alpine
1,14,0.064,115,5,7.3333,5,Docker,ubuntu-php
1,14,0.1041,0,27,32,46,Circle,ubuntu
1,14,0.1232,0,3,6,194,Circle,nginx
1,14,0.1397,0,1,70,22,Travis,alpine
1,14,0.7265,575,1,17.3333,8,Docker,java
1,14,2.882,61,11,33,12,Docker,alpn-consul
1,14,7.0563,0,3,18,130,Circle,alpine-base
1,14,12.8416,0,2,39,442,Circle,alpine
1,14,14.1239,97,5,23,27,Docker,atlassian-docker
1,14,16.1885,0,5,37,210,Circle,golang
1,14,19.9171,0,6,8,919,Travis,ubuntu
1,14,79.811,0,1,7.5,54,Circle,scratch
1,14,139.006,0,8,52.2,174,Travis,ubuntu
1,14,191.968,0,4,11,209,Travis,debian
1,14,209.99,42,2.9231,18.9231,39,Docker,alpine
1,14,296.855,0,15,86,141,Travis,baseimage
1,14,642.134,0,0.25,5,239,Circle,java
1,14,644.631,0,0,11,253,Circle,node
1,14,938.294,224,2.5,12,340,Docker,base
2,14,0.0007,190,1.5,18.5,14,Docker,haproxy
2,14,0.0014,17,1,9,24,Docker,alpine
2,14,0.0166,69,9,24,7,Docker,ruby23-base
2,14,0.0168,95,0.5,5,5,Docker,centos
2,14,0.0183,143,1,6,21,Docker,alpine
2,14,1.0056,29,1,73.6667,54,Docker,ubuntu
2,14,1.6272,80,1,6,32,Docker,logstash
2,14,5.0292,79,2,8.5,42,Docker,centos
2,14,7.7354,0,1,54,48,Travis,alpine
2,14,8.4219,129,2,37,41,Docker,alpine-glibc
2,14,30.266,111,3,5,174,Docker,base
2,14,65.8492,44,2,2,27,Docker,alpine-golang-make-onbuild
2,14,252.925,119,3.9355,18.0968,76,Docker,alpine
2,14,371.673,0,2,17,56,Travis,alpine
2,14,450.449,0,3,6,169,Travis,alpine-java
2,14,628.195,0,0.5,4,361,Travis,java
2,14,690.974,0,1,2,302,Travis,viws
3,14,0,259,2,21,11,Docker,alpine
3,14,0.0004,137,3,3,1,Docker,prometheus
3,14,0.0017,340,2,8.25,14,Docker,debian
3,14,0.002,187,10,22,1,Docker,apache
3,14,0.0031,94,2,7,1,Docker,alpine
3,14,0.0051,52,2,16.3333,43,Docker,debian
3,14,0.0081,19,2,5.5,4,Docker,tools
3,14,0.0129,74,5,21,112,Docker,ubuntu
3,14,0.0574,39,1,17.5,9,Docker,ssh-hpn-x
3,14,0.4248,36,1,43.25,19,Docker,archlinux-small
3,14,5.0872,14,8,37.6667,18,Docker,apache2-php7
3,14,23.8922,0,1,5,323,Travis,openjdk
3,14,97.8665,0,0,24.5,52,Circle,alpine
4,14,0.001,290,3,23,10,Docker,debian
4,14,0.0024,18,1,76,25,Docker,ubuntu
4,14,0.0032,228,6,16,61,Docker,debian
4,14,0.004,187,1,16,1,Docker,debian
4,14,0.0188,377,2,4,1,Docker,debian
4,14,0.0386,69,1,10,34,Docker,baseimage
4,14,8.7011,0,0,18,28,Travis,alpine
4,14,52.0142,78,2.5,31,62,Docker,alpine
4,14,314.648,50,3,18,45,Docker,alpine
4,14,618.774,0,1.5,5.5,418,Circle,busybox
4,14,670.046,0,4,9,85,Circle,ruby
5,14,0.0017,60,1,71,32,Docker,ubuntu
5,14,0.0058,133,4,7,2,Docker,ubuntu
5,14,0.0069,0,10,21,64,Circle,docker-perl-app-base
5,14,0.0358,210,1,8,2,Docker,cflinuxfs2
5,14,0.0617,213,1,8,3,Docker,cflinuxfs2
5,14,0.0855,173,1,21,48,Docker,alpine-glibc
5,14,0.1352,245,8,27,44,Docker,golang
5,14,1.9021,144,8,23,59,Docker,mercury-depend
5,14,2.9346,27,5,17,3,Docker,ubuntu
5,14,9.0212,0,4,49,248,Circle,centos
6,14,0.001,173,5.6667,15.5,27,Docker,debian
6,14,0.0098,176,4.5,4,4,Docker,jenkins
6,14,1.8103,0,0,12.6667,54,Circle,node
6,14,16.2142,347,4.5556,5.1111,32,Docker,nginx
6,14,141.097,262,9,12.6667,515,Docker,python
6,14,151.209,27,7,16,171,Docker,ubuntu
7,14,0.0058,356,2,15,31,Docker,debian
7,14,0.0164,108,1,11,16,Docker,alpine
7,14,82.3704,0,0,10,71,Circle,node
8,14,500.026,0,11.5,22.5,85,Circle,diaspora-docker
8,14,535.883,0,9,8,534,Circle,cymetric-deps
10,14,0.0025,79,4,30,11,Docker,debian
10,14,0.7054,299,1.8,7.2,22,Docker,wordpress
10,14,68.9188,87,17,40,69,Docker,baseimage
11,14,0.0031,705,7,15.25,4,Docker,php
11,14,235.081,0,5.4444,13.7778,208,Circle,alpine
12,14,0.0035,243,1,19.6667,27,Docker,alpine
12,14,0.0045,418,3,9,5,Docker,golang
13,14,17.2326,0,1,8,26,Circle,golang
13,14,39.9654,254,2,15.4,41,Docker,centos
13,14,64.2844,0,2,10,164,Travis,alpine-node
13,14,267.767,0,1,14,152,Circle,typo3-flow-neos-abstract
14,14,0.0072,128,2,6,3,Docker,debian
14,14,64.9491,0,1,57,1606,Circle,ubuntu
15,14,22.5866,936,2,14,31,Docker,node
19,14,30.8583,1000,6,14,4,Docker,debian
20,14,0.0024,986,1,4,10,Docker,opensuse
21,14,0.0013,306,4,15,8,Docker,ubuntu
23,14,756.17,0,1,12,1022,Circle,javajsbase
24,14,0.0053,318,2,6,7,Docker,debian
25,14,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
25,14,3.4829,0,2.6933,42.8533,222,Circle,base-jdk
25,14,1116.14,0,0.6667,5,1625,Circle,cyclus
30,14,0.9345,0,2,20,1123,Circle,centos
30,14,92.7464,0,1,12.2857,924,Travis,fpm-nginx
32,14,468.727,778,6.1,38,35,Docker,nginx
33,14,0.009,267,1,59,24,Docker,ubuntu
35,14,0.0024,768,14,14,15,Docker,python
35,14,923.619,0,2,17,1350,Travis,alpine-oraclejdk8
36,14,0.0008,0,7.9,15,401,Circle,docker-perl-app-base
36,14,0.0014,848,3,23,30,Docker,php
36,14,1.1881,954,3,4,7,Docker,php
42,14,0.0011,297,5,17,8,Docker,ubuntu
42,14,786.55,0,6,21,2304,Travis,php
45,14,0.0106,542,6,10,3,Docker,ubuntu
47,14,0.7375,394,14,37,11,Docker,ubuntu
50,14,0.0086,0,11,19,852,Circle,docker-perl-app-base
51,14,1277.01,0,1.96,18.6,6221,Circle,cyclus-deps
55,14,0.0029,754,4,8,6,Docker,gitlab-ce
58,14,717.775,0,0,9.25,2145,Circle,node
69,14,120.021,0,2,8.3333,1847,Circle,ruby
70,14,721.256,0,1,31,4412,Circle,base
71,14,433.042,0,4.2,10.4,823,Travis,golang
73,14,0.1622,804,4,6,3,Docker,nodejs-bower-grunt
83,14,29.3739,0,2,20.5,1289,Circle,centos
84,14,39.0562,0,2,14,701,Circle,slidehub-base
122,14,1059.15,0,2.7143,6.7143,17849,Circle,build_env
139,14,23.0597,0,2,16,4106,Circle,alpine
157,14,550.778,0,0,10,936,Circle,node
263,14,12.0208,0,0.6667,5.7778,114,Circle,tomcat
1,15,0,259,2,21,11,Docker,alpine
1,15,0.0007,190,1.5,18.5,14,Docker,haproxy
1,15,0.002,187,10,22,1,Docker,apache
1,15,0.0024,18,1,76,25,Docker,ubuntu
1,15,0.003,179,1,20.6667,10,Docker,jenkins-slave
1,15,0.0059,196,1.3333,4,5,Docker,alpine
1,15,0.02,28,1,20.6667,22,Docker,java
1,15,0.0595,0,2.5,7,135,Circle,node
1,15,1.0056,29,1,73.8333,54,Docker,ubuntu
1,15,1.2714,13,1,17.5,8,Docker,ubuntu
1,15,12.8416,0,2,39,442,Circle,alpine
1,15,79.811,0,1,7.5,54,Circle,scratch
1,15,162.763,12,7,13.5,15,Docker,debian
1,15,164.087,0,0,9.5714,876,Circle,node
1,15,267.767,0,1,14,152,Circle,typo3-flow-neos-abstract
1,15,860.737,0,1,3,2140,Travis,buildstep
2,15,0.002,111,3,8.5,5,Docker,ubuntu
2,15,0.0034,39,2,32,30,Docker,alpine
2,15,0.0035,243,1,19.6667,27,Docker,alpine
2,15,0.0129,74,5,21,112,Docker,ubuntu
2,15,0.064,115,5,7.3333,5,Docker,ubuntu-php
2,15,0.2264,0,6.1875,37.5625,49,Travis,ubuntu
2,15,0.5667,112,4,17,11,Docker,alpine
2,15,7.0563,0,3,18,130,Circle,alpine-base
2,15,14.1239,97,5,23,27,Docker,atlassian-docker
2,15,52.0142,78,2.5,31,62,Docker,alpine
2,15,54.2374,27,4,21.75,35,Docker,minimal-notebook
2,15,65.8406,15,0,2,34,Docker,node
2,15,235.081,0,5.4444,13.7778,208,Circle,alpine
2,15,252.925,119,3.9355,18.0968,76,Docker,alpine
2,15,296.855,0,15,86,141,Travis,baseimage
2,15,349.282,0,2,6,196,Travis,java
2,15,353.155,110,7,6,489,Docker,anaconda
2,15,690.974,0,1,2,302,Travis,viws
3,15,0.0018,162,3,7,9,Docker,systemd
3,15,0.002,189,2,5.1667,8,Docker,mesos-dns
3,15,0.0037,48,1,13.6,13,Docker,alpine
3,15,0.004,187,1,16,1,Docker,debian
3,15,0.0051,52,2,16.3333,43,Docker,debian
3,15,0.0098,176,4.5,4,4,Docker,jenkins
3,15,0.0132,151,1,14,11,Docker,centos
3,15,0.0166,69,9,24,7,Docker,ruby23-base
3,15,0.028,48,1,3,65,Docker,mu-ruby-template
3,15,1.9021,144,8,23,59,Docker,mercury-depend
3,15,65.8492,44,2,2,27,Docker,alpine-golang-make-onbuild
3,15,72.4841,0,0,5,205,Circle,alpine
3,15,92.7464,0,1,12.2857,924,Travis,fpm-nginx
3,15,141.097,262,9,12.6667,515,Docker,python
3,15,628.195,0,0.5,4,361,Travis,java
3,15,938.294,224,3.2,11.4,340,Docker,base
4,15,0.001,290,3,23,10,Docker,debian
4,15,0.0032,228,6,16,61,Docker,debian
4,15,0.0041,122,4,3,5,Docker,ubuntu
4,15,0.0058,133,4,7,2,Docker,ubuntu
4,15,0.0188,377,2,4,1,Docker,debian
4,15,0.0358,210,1,8,2,Docker,cflinuxfs2
4,15,0.0617,213,1,8,3,Docker,cflinuxfs2
4,15,0.2394,0,21,20,161,Circle,ubuntu-server
4,15,7.8564,0,1.5833,6.6667,164,Circle,jetty
4,15,19.93,0,1,21,88,Circle,alpine
4,15,642.134,0,0.25,5,239,Circle,java
4,15,717.775,0,0,9.25,2145,Circle,node
4,15,923.619,0,2,17,1350,Travis,alpine-oraclejdk8
5,15,0.0036,103,2,17,105,Docker,alpine
5,15,8.7011,0,0,18,28,Travis,alpine
6,15,5.0292,79,2,8.5,42,Docker,centos
6,15,139.006,0,9.4286,46.6429,174,Travis,ubuntu
7,15,0.0031,94,2,7,1,Docker,alpine
7,15,0.0045,418,3,9,5,Docker,golang
7,15,64.0072,13,5.75,22.75,11,Docker,baseimage
7,15,500.026,0,11.5,22.5,85,Circle,diaspora-docker
8,15,0.0004,137,3,3,1,Docker,prometheus
8,15,16.2142,347,4.5556,5.1111,32,Docker,nginx
8,15,82.3704,0,0,10,71,Circle,node
9,15,0.0036,79,16,47,60,Docker,debian
9,15,0.0039,78,4,6,8,Docker,openjdk
10,15,0.0097,48,2,3,54,Docker,cedarish
11,15,0.0024,768,14,14,15,Docker,python
11,15,0.0053,318,2,6,7,Docker,debian
11,15,4.5204,0,1,15,118,Circle,alpine-node
12,15,0.0164,108,1,13,16,Docker,alpine
12,15,0.7054,299,1.8,7.2,22,Docker,wordpress
12,15,3.4829,0,2.625,48.5,222,Circle,base-jdk
12,15,39.9654,254,2,15.4,41,Docker,centos
12,15,64.2844,0,2,10,164,Travis,alpine-node
12,15,433.042,0,4.2,10.4,823,Travis,golang
14,15,0.0017,340,2,8.25,14,Docker,debian
14,15,0.0058,356,2,15,31,Docker,debian
16,15,535.883,0,2.2,2.8,534,Circle,cymetric-deps
17,15,22.5866,936,2,14,31,Docker,node
17,15,30.8583,1000,6,14,4,Docker,debian
18,15,0.1622,804,4,6,3,Docker,nodejs-bower-grunt
19,15,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
19,15,39.0562,0,2,14,701,Circle,slidehub-base
21,15,0.7375,394,14,37,11,Docker,ubuntu
21,15,1.1881,954,3,4,7,Docker,php
25,15,0.0013,306,4,15,8,Docker,ubuntu
25,15,9.2859,0,1,6,121,Circle,ruby
28,15,0.0069,0,10,21,64,Circle,docker-perl-app-base
29,15,0.0014,848,3,23,30,Docker,php
29,15,0.009,267,1,59,24,Docker,ubuntu
29,15,0.9345,0,2,20,1123,Circle,centos
30,15,0.0024,986,1,4,10,Docker,opensuse
31,15,468.727,778,6.1,38,35,Docker,nginx
35,15,1116.14,0,0.6667,5,1625,Circle,cyclus
36,15,0.0031,705,7,15.25,4,Docker,php
40,15,0.0008,0,7.9,15,401,Circle,docker-perl-app-base
40,15,0.0011,297,5,17,8,Docker,ubuntu
41,15,0.0106,542,6,10,3,Docker,ubuntu
46,15,0.0086,0,11,19,852,Circle,docker-perl-app-base
46,15,23.8922,0,1,5,323,Travis,openjdk
46,15,786.55,0,6,18.5,2304,Travis,php
49,15,23.0597,0,1.6667,9.6667,4106,Circle,alpine
50,15,0.0029,754,4,8,6,Docker,gitlab-ce
50,15,29.3739,0,2,20.5,1289,Circle,centos
50,15,1277.01,0,2.25,19.8333,6221,Circle,cyclus-deps
51,15,550.778,0,0,10,936,Circle,node
54,15,721.256,0,1,6.4286,4412,Circle,base
61,15,120.021,0,2,8.3333,1847,Circle,ruby
95,15,1059.15,0,2.7143,6.7143,17849,Circle,build_env
428,15,12.0208,0,0.6667,5.7778,114,Circle,tomcat
1,16,0.0004,137,3,3,1,Docker,prometheus
1,16,0.0007,26,8,19,32,Docker,ubuntu
1,16,0.0132,151,1,14,11,Docker,centos
1,16,0.0183,143,1,8,21,Docker,alpine
1,16,0.0287,88,1.7647,15,19,Docker,nodejs
1,16,3.4829,0,2.625,48.5,222,Circle,base-jdk
1,16,19.9171,0,6,8,919,Travis,ubuntu
1,16,64.9491,0,1,65.3333,1606,Circle,ubuntu
1,16,97.8665,0,0,40.3333,52,Circle,alpine
1,16,141.097,262,9,12.6667,515,Docker,python
1,16,245.74,0,0,4.5,321,Travis,scratch
1,16,618.774,0,1.5,5.5,418,Circle,busybox
1,16,644.631,0,0,11,253,Circle,node
1,16,686.942,0,2,3,117,Travis,nginx
2,16,0,0,1.4,6.4,261,Circle,alpine
